ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-5.8195,-7.3753,-0.1967,-0.4082,-0.2038,0.1042,0.0123,-0.0336,-0.0383,4,2019-08-07 16:44:40:988
-5.7573,-7.3419,-0.1354,-0.4082,-0.2038,0.1042,0.0123,-0.0336,-0.0383,9,2019-08-07 16:44:40:993
-5.7573,-7.3419,-0.1354,-0.4082,-0.2038,0.1042,0.0091,-0.0315,-0.0244,13,2019-08-07 16:44:40:997
-5.7956,-7.3085,-0.1731,-0.4116,-0.2758,0.0393,0.0091,-0.0315,-0.0244,19,2019-08-07 16:44:41:003
-5.7956,-7.3085,-0.1731,-0.4116,-0.2758,0.0393,0.0048,-0.0347,-0.0095,24,2019-08-07 16:44:41:008
-5.7956,-7.3085,-0.1731,-0.4116,-0.2758,0.0393,0.0048,-0.0347,-0.0095,29,2019-08-07 16:44:41:013
-5.8099,-7.2226,-0.159,-0.4,-0.3586,-0.0128,0.0027,-0.0368,0.0033,33,2019-08-07 16:44:41:017
-5.8099,-7.2226,-0.159,-0.4,-0.3586,-0.0128,0.0027,-0.0368,0.0033,39,2019-08-07 16:44:41:023
-5.8434,-7.1987,-0.1825,-0.4,-0.3586,-0.0128,6.0E-4,-0.0454,0.0171,43,2019-08-07 16:44:41:027
-5.8434,-7.1987,-0.1825,-0.4,-0.3586,-0.0128,6.0E-4,-0.0454,0.0171,49,2019-08-07 16:44:41:033
-5.8434,-7.1987,-0.1825,-0.3828,-0.4097,0.1752,-0.0058,-0.0368,0.0203,54,2019-08-07 16:44:41:038
-5.8195,-7.1892,-0.2438,-0.3828,-0.4097,0.1752,-0.0058,-0.0368,0.0203,59,2019-08-07 16:44:41:043
-5.8195,-7.1892,-0.2438,-0.3828,-0.4097,0.1752,-0.0069,-0.0187,0.0246,64,2019-08-07 16:44:41:048
-5.8195,-7.1892,-0.2438,-0.3828,-0.4097,0.1752,-0.0069,-0.0187,0.0246,73,2019-08-07 16:44:41:057
-5.7764,-7.2369,-0.3051,-0.3828,-0.4097,0.1752,-0.0069,-0.0187,0.0246,73,2019-08-07 16:44:41:057
-5.7764,-7.2369,-0.3051,-0.3765,-0.3592,0.2644,-0.0101,5.0E-4,0.0235,79,2019-08-07 16:44:41:063
