ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.1906,9.9352,0.4618,-0.0156,-0.108,-0.4913,0.0368,0.0175,-0.0351,3,2019-08-07 17:02:01:442
-0.1906,9.9352,0.4618,-0.0156,-0.108,-0.4913,0.04,0.0271,-0.0426,8,2019-08-07 17:02:01:447
-0.1906,9.9352,0.4618,-0.0156,-0.108,-0.4913,0.04,0.0271,-0.0426,13,2019-08-07 17:02:01:452
-0.2049,9.9209,0.4995,-0.0046,-0.1129,-0.3783,0.0485,0.0239,-0.0426,18,2019-08-07 17:02:01:457
-0.2049,9.9209,0.4995,-0.0046,-0.1129,-0.3783,0.0485,0.0239,-0.0426,23,2019-08-07 17:02:01:462
-0.1475,9.9257,0.3581,-0.0046,-0.1129,-0.3783,0.0485,0.0239,-0.0426,28,2019-08-07 17:02:01:467
-0.1475,9.9257,0.3581,-0.0046,-0.1129,-0.3783,0.0496,0.0154,-0.0522,32,2019-08-07 17:02:01:471
-0.1523,9.9161,0.3204,-0.0711,-0.1274,-0.3711,0.0496,0.0154,-0.0522,38,2019-08-07 17:02:01:477
-0.1523,9.9161,0.3204,-0.0711,-0.1274,-0.3711,0.0506,0.0175,-0.049,43,2019-08-07 17:02:01:482
-0.1523,9.9161,0.3204,-0.0711,-0.1274,-0.3711,0.0506,0.0175,-0.049,47,2019-08-07 17:02:01:486
-0.2049,9.8493,0.2733,-0.0711,-0.1274,-0.3711,0.0506,0.0175,-0.049,53,2019-08-07 17:02:01:492
-0.2049,9.8493,0.2733,0.0102,-0.0608,-0.2841,0.0421,0.0218,-0.049,57,2019-08-07 17:02:01:496
-0.2049,9.8493,0.2733,0.0102,-0.0608,-0.2841,0.0421,0.0218,-0.049,63,2019-08-07 17:02:01:502
-0.2432,10.0116,0.278,0.0102,-0.0608,-0.2841,0.0389,0.0186,-0.0543,68,2019-08-07 17:02:01:507
-0.2432,10.0116,0.278,0.0102,-0.0608,-0.2841,0.0389,0.0186,-0.0543,73,2019-08-07 17:02:01:512
-0.1571,10.0164,0.377,-0.072,-0.209,-0.3842,0.0411,0.0026,-0.0564,77,2019-08-07 17:02:01:516
-0.1571,10.0164,0.377,-0.072,-0.209,-0.3842,0.0411,0.0026,-0.0564,83,2019-08-07 17:02:01:522
-0.1571,10.0164,0.377,-0.072,-0.209,-0.3842,0.0421,0.0069,-0.0639,88,2019-08-07 17:02:01:527
