ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.1241,9.8302,0.2354,0.0636,-0.2552,0.0989,6.0E-4,0.0143,-0.001,2,2019-08-07 17:02:44:072
-1.1241,9.8302,0.2354,0.0636,-0.2552,0.0989,-0.0239,0.0569,0.0064,8,2019-08-07 17:02:44:078
-1.4351,9.8637,0.5512,0.0636,-0.2552,0.0989,-0.0239,0.0569,0.0064,12,2019-08-07 17:02:44:082
-1.4351,9.8637,0.5512,0.0636,-0.2552,0.0989,-0.025,0.0228,0.016,18,2019-08-07 17:02:44:088
-1.4351,9.8637,0.5512,0.3457,-0.0932,-0.504,-0.025,0.0228,0.016,22,2019-08-07 17:02:44:092
-1.5691,9.8541,1.0556,0.3457,-0.0932,-0.504,-5.0E-4,-0.0645,0.032,28,2019-08-07 17:02:44:098
-1.5691,9.8541,1.0556,0.3457,-0.0932,-0.504,-5.0E-4,-0.0645,0.032,33,2019-08-07 17:02:44:103
-1.5691,9.8541,1.0556,0.3457,-0.0932,-0.504,-5.0E-4,-0.0645,0.032,37,2019-08-07 17:02:44:107
-1.3873,9.8732,0.8152,0.0311,-0.1308,-0.3536,0.023,-0.1199,0.0437,43,2019-08-07 17:02:44:113
-1.3873,9.8732,0.8152,0.0311,-0.1308,-0.3536,0.0251,-0.0975,0.0416,48,2019-08-07 17:02:44:118
-0.9233,9.8541,0.7304,0.0311,-0.1308,-0.3536,0.0251,-0.0975,0.0416,53,2019-08-07 17:02:44:123
-0.9233,9.8541,0.7304,0.0311,-0.1308,-0.3536,0.0251,-0.0975,0.0416,57,2019-08-07 17:02:44:127
-0.9233,9.8541,0.7304,-0.3404,-0.2391,0.0036,0.024,-0.056,0.0352,63,2019-08-07 17:02:44:133
-0.9281,9.9305,0.424,-0.3404,-0.2391,0.0036,0.024,-0.056,0.0352,67,2019-08-07 17:02:44:137
-0.9281,9.9305,0.424,-0.3404,-0.2391,0.0036,0.0091,0.0069,0.0288,73,2019-08-07 17:02:44:143
-1.1577,9.7634,0.5842,-0.3404,-0.2391,0.0036,0.0091,0.0069,0.0288,78,2019-08-07 17:02:44:148
-1.1577,9.7634,0.5842,-0.0313,-0.0471,-0.3145,0.0027,0.0431,0.0267,82,2019-08-07 17:02:44:152
-1.1577,9.7634,0.5842,-0.0313,-0.0471,-0.3145,0.0027,0.0431,0.0267,88,2019-08-07 17:02:44:158
-1.1817,9.8732,1.131,-0.0313,-0.0471,-0.3145,0.0325,0.009,0.032,93,2019-08-07 17:02:44:163
-1.1817,9.8732,1.131,-0.0313,-0.0471,-0.3145,0.0325,0.009,0.032,98,2019-08-07 17:02:44:168
-1.1817,9.8732,1.131,-0.0153,-0.1464,-0.3493,0.0325,0.009,0.032,103,2019-08-07 17:02:44:173
-1.1243,9.8923,0.6219,-0.0153,-0.1464,-0.3493,0.0602,-0.0144,0.0426,108,2019-08-07 17:02:44:178
-1.1243,9.8923,0.6219,-0.0153,-0.1464,-0.3493,0.0602,-0.0144,0.0426,113,2019-08-07 17:02:44:183
-1.1243,9.8923,0.6219,-0.0153,-0.1464,-0.3493,0.0506,0.0378,0.0373,118,2019-08-07 17:02:44:188
-1.2343,10.1167,0.5135,0.027,-0.4026,-0.0959,0.0506,0.0378,0.0373,122,2019-08-07 17:02:44:192
-1.2343,10.1167,0.5135,0.027,-0.4026,-0.0959,0.0538,0.0314,0.0501,128,2019-08-07 17:02:44:198
-1.2487,9.7205,0.834,0.027,-0.4026,-0.0959,0.0538,0.0314,0.0501,133,2019-08-07 17:02:44:203
-1.2487,9.7205,0.834,0.027,-0.4026,-0.0959,0.0752,-0.0176,0.0405,138,2019-08-07 17:02:44:208
-1.2487,9.7205,0.834,0.027,-0.4026,-0.0959,0.0752,-0.0176,0.0405,142,2019-08-07 17:02:44:212
-1.1578,9.6107,0.702,-0.0597,0.0716,-0.2849,0.0815,-0.0432,0.0352,148,2019-08-07 17:02:44:218
-1.1578,9.6107,0.702,-0.0597,0.0716,-0.2849,0.0815,-0.0432,0.0352,152,2019-08-07 17:02:44:222
-1.1578,9.6107,0.702,-0.0597,0.0716,-0.2849,0.0815,-0.0432,0.0352,158,2019-08-07 17:02:44:228
-0.9521,9.8303,0.2401,-0.2224,-0.1892,0.2145,0.0773,-0.0411,0.0437,162,2019-08-07 17:02:44:232
