ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
7.2377,-6.888,0.0382,-0.2127,0.041,0.022,-0.0058,-0.0123,0.0043,3,2019-08-07 16:27:21:149
7.2377,-6.888,0.0382,-0.2127,0.041,0.022,-0.0079,0.0111,0.0043,8,2019-08-07 16:27:21:154
7.2377,-6.888,0.0382,-0.2127,0.041,0.022,-0.0079,0.0111,0.0043,12,2019-08-07 16:27:21:158
7.1085,-6.9883,0.0571,-0.2127,0.041,0.022,-0.0079,0.0111,0.0043,18,2019-08-07 16:27:21:164
7.1085,-6.9883,0.0571,-0.0073,0.117,-0.0386,-0.009,0.0239,-0.001,22,2019-08-07 16:27:21:168
7.0032,-6.9931,0.0806,-0.0073,0.117,-0.0386,-0.009,0.0239,-0.001,28,2019-08-07 16:27:21:174
7.0032,-6.9931,0.0806,-0.0073,0.117,-0.0386,-0.009,0.0186,-0.0085,33,2019-08-07 16:27:21:179
6.9267,-6.9787,0.1466,-0.0073,0.117,-0.0386,-0.009,0.0186,-0.0085,38,2019-08-07 16:27:21:184
6.9267,-6.9787,0.1466,0.1032,0.1032,-0.0611,-0.0186,-0.0038,-0.0223,43,2019-08-07 16:27:21:189
6.9267,-6.9787,0.1466,0.1032,0.1032,-0.0611,-0.0186,-0.0038,-0.0223,48,2019-08-07 16:27:21:194
6.9745,-6.9596,0.1325,0.1032,0.1032,-0.0611,-0.0186,-0.0038,-0.0223,53,2019-08-07 16:27:21:199
6.9745,-6.9596,0.1325,0.1032,0.1032,-0.0611,-0.025,-0.0326,-0.0308,58,2019-08-07 16:27:21:204
6.9745,-6.9596,0.1325,-0.0369,0.0493,-0.0575,-0.025,-0.0326,-0.0308,63,2019-08-07 16:27:21:209
7.0798,-6.9358,0.0524,-0.0369,0.0493,-0.0575,-0.025,-0.0517,-0.0277,68,2019-08-07 16:27:21:214
7.0798,-6.9358,0.0524,-0.0369,0.0493,-0.0575,-0.025,-0.0517,-0.0277,72,2019-08-07 16:27:21:218
7.0798,-6.9358,0.0524,-0.0369,0.0493,-0.0575,-0.0207,-0.056,-0.0277,78,2019-08-07 16:27:21:224
7.209,-6.8403,0.0759,-0.2431,0.0346,-0.0444,-0.0207,-0.056,-0.0277,83,2019-08-07 16:27:21:229
7.209,-6.8403,0.0759,-0.2431,0.0346,-0.0444,-0.0207,-0.0443,-0.0202,87,2019-08-07 16:27:21:233
7.4448,-6.8309,0.0055,-0.4098,-0.006,0.0351,-0.0207,-0.0443,-0.0202,94,2019-08-07 16:27:21:240
7.4448,-6.8309,0.0055,-0.4098,-0.006,0.0351,-0.0229,-0.0422,-0.0234,98,2019-08-07 16:27:21:244
7.4448,-6.8309,0.0055,-0.4098,-0.006,0.0351,-0.0229,-0.0422,-0.0234,103,2019-08-07 16:27:21:249
7.4783,-6.8691,-0.1312,-0.4098,-0.006,0.0351,-0.0154,-6.0E-4,-0.0106,107,2019-08-07 16:27:21:253
7.4783,-6.8691,-0.1312,-0.3538,0.0738,0.1508,-0.0154,-6.0E-4,-0.0106,113,2019-08-07 16:27:21:259
7.4783,-6.8691,-0.1312,-0.3538,0.0738,0.1508,6.0E-4,0.0314,0.0032,117,2019-08-07 16:27:21:263
7.3491,-6.9884,-0.0605,-0.3538,0.0738,0.1508,6.0E-4,0.0314,0.0032,123,2019-08-07 16:27:21:269
7.3491,-6.9884,-0.0605,-0.3538,0.0738,0.1508,0.0197,0.0484,0.0107,128,2019-08-07 16:27:21:274
