ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
6.1006,-7.9862,0.2271,-0.2757,0.2055,0.0687,0.0123,0.0654,-0.0191,3,2019-08-07 16:27:09:954
5.8949,-7.9862,0.3874,-0.2757,0.2055,0.0687,0.0155,0.0612,-0.0213,8,2019-08-07 16:27:09:959
5.8949,-7.9862,0.3874,0.0334,0.1459,-0.1529,0.0155,0.0612,-0.0213,12,2019-08-07 16:27:09:963
5.8949,-7.9862,0.3874,0.0334,0.1459,-0.1529,0.0112,0.0452,-0.0234,18,2019-08-07 16:27:09:969
5.7992,-7.9623,0.4204,0.0334,0.1459,-0.1529,0.0112,0.0452,-0.0234,22,2019-08-07 16:27:09:973
5.7992,-7.9623,0.4204,0.0334,0.1459,-0.1529,-0.0016,0.0026,-0.0287,28,2019-08-07 16:27:09:979
5.8327,-7.8907,0.5194,0.0601,0.0336,-0.1651,-0.0016,0.0026,-0.0287,32,2019-08-07 16:27:09:983
5.8327,-7.8907,0.5194,0.0601,0.0336,-0.1651,-0.0016,0.0026,-0.0287,38,2019-08-07 16:27:09:989
5.8327,-7.8907,0.5194,0.0601,0.0336,-0.1651,-0.0058,-0.04,-0.0308,42,2019-08-07 16:27:09:993
5.9667,-7.8239,0.444,0.0601,0.0336,-0.1651,-0.0058,-0.04,-0.0308,48,2019-08-07 16:27:09:999
5.9667,-7.8239,0.444,-0.1406,-0.0438,-0.1219,-0.0122,-0.0592,-0.0287,52,2019-08-07 16:27:10:003
6.1485,-7.8477,0.2743,-0.1406,-0.0438,-0.1219,-0.0122,-0.0592,-0.0287,58,2019-08-07 16:27:10:009
6.1485,-7.8477,0.2743,-0.1406,-0.0438,-0.1219,-0.0229,-0.0453,-0.0234,62,2019-08-07 16:27:10:013
6.1485,-7.8477,0.2743,-0.1406,-0.0438,-0.1219,-0.0229,-0.0453,-0.0234,68,2019-08-07 16:27:10:019
6.2681,-7.8907,0.2365,-0.3648,0.0602,0.0293,-0.0218,-0.0219,-0.0117,72,2019-08-07 16:27:10:023
6.2681,-7.8907,0.2365,-0.3648,0.0602,0.0293,-0.0218,-0.0219,-0.0117,78,2019-08-07 16:27:10:029
6.2681,-8.0005,0.1988,-0.3648,0.0602,0.0293,-0.008,0.0079,-0.0053,83,2019-08-07 16:27:10:034
6.2681,-8.0005,0.1988,-0.3648,0.0602,0.0293,-0.008,0.0079,-0.0053,87,2019-08-07 16:27:10:038
6.2681,-8.0005,0.1988,-0.2812,0.1907,-4.0E-4,0.007,0.0356,-0.0021,93,2019-08-07 16:27:10:044
6.1198,-7.9957,0.2365,-0.2812,0.1907,-4.0E-4,0.007,0.0356,-0.0021,98,2019-08-07 16:27:10:049
6.1198,-7.9957,0.2365,-0.2812,0.1907,-4.0E-4,0.0144,0.0452,0.0033,102,2019-08-07 16:27:10:053
6.0002,-7.9098,0.3167,-0.2812,0.1907,-4.0E-4,0.0144,0.0452,0.0033,108,2019-08-07 16:27:10:059
6.0002,-7.9098,0.3167,-0.0857,0.1523,0.0159,0.0166,0.0409,0.0128,113,2019-08-07 16:27:10:064
6.0002,-7.9098,0.3167,-0.0857,0.1523,0.0159,0.0166,0.0409,0.0128,118,2019-08-07 16:27:10:069
6.0002,-7.9098,0.3167,-0.0857,0.1523,0.0159,0.0176,0.0367,0.0096,122,2019-08-07 16:27:10:073
5.9284,-7.9432,0.3497,-0.0857,0.1523,0.0159,0.0176,0.0367,0.0096,128,2019-08-07 16:27:10:079
5.9284,-7.9432,0.3497,0.0081,0.0652,-0.1041,0.0134,0.0218,0.0064,133,2019-08-07 16:27:10:084
5.9045,-7.8907,0.378,0.0081,0.0652,-0.1041,0.0134,0.0218,0.0064,138,2019-08-07 16:27:10:089
5.9045,-7.8907,0.378,0.0081,0.0652,-0.1041,0.0134,0.0132,1.0E-4,143,2019-08-07 16:27:10:094
5.9045,-7.8907,0.378,0.0081,0.0652,-0.1041,0.0134,0.0132,1.0E-4,148,2019-08-07 16:27:10:099
5.9093,-7.843,0.4204,-0.0211,-0.0209,-0.1324,0.0112,0.0111,-0.0021,153,2019-08-07 16:27:10:104
5.9093,-7.843,0.4204,-0.0211,-0.0209,-0.1324,0.0112,0.0111,-0.0021,158,2019-08-07 16:27:10:109
5.938,-7.8621,0.3497,-0.0211,-0.0209,-0.1324,0.0038,0.0132,-0.0042,163,2019-08-07 16:27:10:114
5.938,-7.8621,0.3497,-0.0211,-0.0209,-0.1324,0.0038,0.0132,-0.0042,168,2019-08-07 16:27:10:119
5.938,-7.8621,0.3497,-0.0584,0.0181,0.0166,-5.0E-4,0.0207,-0.0074,172,2019-08-07 16:27:10:123
5.9475,-7.8239,0.1847,-0.0584,0.0181,0.0166,-5.0E-4,0.0207,-0.0074,178,2019-08-07 16:27:10:129
5.9475,-7.8239,0.1847,-0.0584,0.0181,0.0166,-0.0037,0.0335,-0.0127,183,2019-08-07 16:27:10:134
6.0336,-7.8812,0.2035,-0.0584,0.0181,0.0166,-0.0037,0.0335,-0.0127,187,2019-08-07 16:27:10:138
6.0336,-7.8812,0.2035,-0.1043,0.0579,0.0563,-0.0037,0.0303,-0.0095,193,2019-08-07 16:27:10:144
6.0336,-7.8812,0.2035,-0.1043,0.0579,0.0563,-0.0037,0.0303,-0.0095,198,2019-08-07 16:27:10:149
5.9523,-7.8525,0.2695,-0.1043,0.0579,0.0563,0.007,0.0175,-0.0063,202,2019-08-07 16:27:10:153
5.9523,-7.8525,0.2695,-0.1043,0.0579,0.0563,0.007,0.0175,-0.0063,208,2019-08-07 16:27:10:159
5.9715,-7.8334,0.2837,-0.0552,0.0016,0.0406,0.007,0.0175,-0.0063,212,2019-08-07 16:27:10:163
5.9715,-7.8334,0.2837,-0.0552,0.0016,0.0406,0.0166,0.0047,-0.001,218,2019-08-07 16:27:10:169
