ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-7.2936,-5.1077,3.282,-0.1438,-0.303,0.1303,-0.0048,0.0516,0.015,4,2019-08-07 16:33:22:929
-7.3271,-5.1364,3.348,-0.1438,-0.303,0.1303,-0.0048,0.0516,0.015,9,2019-08-07 16:33:22:934
-7.3271,-5.1364,3.348,-0.178,-0.2664,0.0197,0.007,0.0026,0.0182,14,2019-08-07 16:33:22:939
-7.2267,-5.1889,3.348,-0.178,-0.2664,0.0197,0.007,0.0026,0.0182,19,2019-08-07 16:33:22:944
-7.2267,-5.1889,3.348,-0.178,-0.2664,0.0197,0.0155,-0.0358,0.0224,24,2019-08-07 16:33:22:949
-7.2267,-5.1889,3.348,-0.178,-0.2664,0.0197,0.0155,-0.0358,0.0224,29,2019-08-07 16:33:22:954
-7.0927,-5.165,3.3197,-0.178,-0.2664,0.0197,0.0155,-0.0358,0.0224,34,2019-08-07 16:33:22:959
-7.0927,-5.165,3.3197,-0.36,-0.219,0.1301,0.024,-0.056,0.0299,39,2019-08-07 16:33:22:964
-7.0544,-5.1364,3.2349,-0.36,-0.219,0.1301,0.024,-0.056,0.0299,44,2019-08-07 16:33:22:969
-7.0544,-5.1364,3.2349,-0.36,-0.219,0.1301,0.0229,-0.0539,0.0373,49,2019-08-07 16:33:22:974
-7.0544,-5.1364,3.2349,-0.36,-0.219,0.1301,0.0229,-0.0539,0.0373,54,2019-08-07 16:33:22:979
-6.9827,-5.1555,3.1736,-0.4604,-0.2412,0.2489,0.0208,-0.039,0.0395,59,2019-08-07 16:33:22:984
-6.9827,-5.1555,3.1736,-0.4604,-0.2412,0.2489,0.0208,-0.039,0.0395,63,2019-08-07 16:33:22:988
-7.0066,-5.1602,3.1547,-0.4604,-0.2412,0.2489,0.0144,-0.0059,0.0395,69,2019-08-07 16:33:22:994
-7.0066,-5.1602,3.1547,-0.4604,-0.2412,0.2489,0.0144,-0.0059,0.0395,74,2019-08-07 16:33:22:999
-7.0066,-5.1602,3.1547,-0.4018,-0.2348,0.2181,0.008,0.0409,0.0373,79,2019-08-07 16:33:23:004
-7.0544,-5.1364,3.2537,-0.4018,-0.2348,0.2181,0.008,0.0409,0.0373,84,2019-08-07 16:33:23:009
-7.0544,-5.1364,3.2537,-0.4018,-0.2348,0.2181,-5.0E-4,0.0825,0.032,89,2019-08-07 16:33:23:014
-7.1549,-5.1602,3.2396,-0.4018,-0.2348,0.2181,-5.0E-4,0.0825,0.032,94,2019-08-07 16:33:23:019
-7.1549,-5.1602,3.2396,-0.2191,-0.2301,0.1359,-0.0069,0.1112,0.0203,99,2019-08-07 16:33:23:024
-7.1549,-5.1602,3.2396,-0.2191,-0.2301,0.1359,-0.0069,0.1112,0.0203,103,2019-08-07 16:33:23:028
-7.3606,-5.1602,3.3763,-0.2191,-0.2301,0.1359,-0.0069,0.1112,0.0107,109,2019-08-07 16:33:23:034
-7.3606,-5.1602,3.3763,-0.2191,-0.2301,0.1359,-0.0069,0.1112,0.0107,114,2019-08-07 16:33:23:039
-7.3702,-5.1411,3.3621,-0.013,-0.2373,-0.0078,-5.0E-4,0.0718,0.0065,119,2019-08-07 16:33:23:044
