ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-7.2917,-4.558,3.8131,-0.4227,-0.2541,0.1452,0.0027,0.026,-0.0277,3,2019-08-07 16:34:01:543
-7.2917,-4.558,3.8131,-0.4227,-0.2541,0.1452,0.0091,0.0314,-0.0234,8,2019-08-07 16:34:01:548
-7.2917,-4.558,3.8131,-0.2455,-0.305,0.0663,0.0091,0.0314,-0.0234,13,2019-08-07 16:34:01:553
-7.2821,-4.4959,3.7942,-0.2455,-0.305,0.0663,0.0048,0.0175,-0.0138,18,2019-08-07 16:34:01:558
-7.2821,-4.4959,3.7942,-0.2455,-0.305,0.0663,0.0048,0.0175,-0.0138,22,2019-08-07 16:34:01:562
-7.2773,-4.5675,3.7282,-0.2455,-0.305,0.0663,0.0027,0.0143,-0.017,28,2019-08-07 16:34:01:568
-7.2773,-4.5675,3.7282,-0.2794,-0.2635,0.1487,0.0027,0.0143,-0.017,33,2019-08-07 16:34:01:573
-7.2773,-4.5675,3.7282,-0.2794,-0.2635,0.1487,0.0027,0.0143,-0.017,37,2019-08-07 16:34:01:577
-7.3395,-4.5962,3.6811,-0.2794,-0.2635,0.1487,0.007,0.0101,-0.0096,43,2019-08-07 16:34:01:583
-7.3395,-4.5962,3.6811,-0.2794,-0.2635,0.1487,0.007,0.0101,-0.0096,48,2019-08-07 16:34:01:588
-7.3395,-4.5962,3.6811,-0.2558,-0.2354,0.1472,0.0166,0.0101,-0.0021,53,2019-08-07 16:34:01:593
-7.306,-4.5914,3.7942,-0.2558,-0.2354,0.1472,0.0166,0.0101,-0.0021,58,2019-08-07 16:34:01:598
-7.306,-4.5914,3.7942,-0.2558,-0.2354,0.1472,0.0198,0.0026,-0.0042,63,2019-08-07 16:34:01:603
-7.3108,-4.5055,3.7094,-0.2558,-0.2354,0.1472,0.0198,0.0026,-0.0042,68,2019-08-07 16:34:01:608
-7.3108,-4.5055,3.7094,-0.29,-0.3388,0.2046,0.0155,0.0015,0.0,72,2019-08-07 16:34:01:612
-7.3108,-4.5055,3.7094,-0.29,-0.3388,0.2046,0.0155,0.0015,0.0,78,2019-08-07 16:34:01:618
