ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-4.4118,-7.8805,2.7901,-0.1779,-0.3552,0.0867,-0.0016,0.0101,0.0053,3,2019-08-07 16:52:23:889
-4.4118,-7.8805,2.7901,-0.146,-0.2732,0.0393,-0.0058,0.0026,0.0139,8,2019-08-07 16:52:23:894
-4.4261,-7.9044,2.7948,-0.146,-0.2732,0.0393,-0.0058,0.0026,0.0139,13,2019-08-07 16:52:23:899
-4.4261,-7.9044,2.7948,-0.146,-0.2732,0.0393,-0.0111,-0.0144,0.0117,18,2019-08-07 16:52:23:904
-4.4261,-7.9044,2.7948,-0.146,-0.2732,0.0393,-0.0111,-0.0144,0.0117,22,2019-08-07 16:52:23:908
-4.383,-7.8758,2.7901,-0.1862,-0.3296,0.0436,-0.0154,-0.0144,0.0149,28,2019-08-07 16:52:23:914
-4.383,-7.8758,2.7901,-0.1862,-0.3296,0.0436,-0.0154,-0.0144,0.0149,33,2019-08-07 16:52:23:919
-4.3448,-7.8328,2.7807,-0.1862,-0.3296,0.0436,-0.0197,-0.0049,0.0096,38,2019-08-07 16:52:23:924
-4.3448,-7.8328,2.7807,-0.1862,-0.3296,0.0436,-0.0197,-0.0049,0.0096,42,2019-08-07 16:52:23:928
-4.3448,-7.8328,2.7807,-0.1731,-0.3103,0.061,-0.025,0.0026,0.0075,48,2019-08-07 16:52:23:934
-4.4165,-7.8901,2.7901,-0.1731,-0.3103,0.061,-0.025,0.0026,0.0075,52,2019-08-07 16:52:23:938
-4.4165,-7.8901,2.7901,-0.1731,-0.3103,0.061,-0.0261,0.0026,0.0032,58,2019-08-07 16:52:23:944
-4.4165,-7.8901,2.7901,-0.1731,-0.3103,0.061,-0.0261,0.0026,0.0032,63,2019-08-07 16:52:23:949
-4.4596,-7.8996,2.7383,-0.112,-0.3064,0.0899,-0.0261,0.0026,-0.0032,67,2019-08-07 16:52:23:953
-4.4596,-7.8996,2.7383,-0.112,-0.3064,0.0899,-0.0261,0.0026,-0.0032,73,2019-08-07 16:52:23:959
-4.45,-7.914,2.776,-0.112,-0.3064,0.0899,-0.0261,0.0026,-0.0032,78,2019-08-07 16:52:23:964
-4.45,-7.914,2.776,-0.112,-0.3064,0.0899,-0.0271,-0.008,-0.0064,83,2019-08-07 16:52:23:969
-4.45,-7.914,2.776,-0.1448,-0.2889,0.0579,-0.0271,-0.008,-0.0064,88,2019-08-07 16:52:23:974
-4.3591,-7.9426,2.8137,-0.1448,-0.2889,0.0579,-0.0197,-0.0208,-0.0117,93,2019-08-07 16:52:23:979
-4.3591,-7.9426,2.8137,-0.1816,-0.2662,0.0854,-0.0197,-0.0208,-0.0117,98,2019-08-07 16:52:23:984
-4.3639,-7.9092,2.7336,-0.1816,-0.2662,0.0854,-0.0154,-0.0208,-0.0106,103,2019-08-07 16:52:23:989
-4.3639,-7.9092,2.7336,-0.1816,-0.2662,0.0854,-0.0154,-0.0208,-0.0106,108,2019-08-07 16:52:23:994
-4.3639,-7.9092,2.7336,-0.1816,-0.2662,0.0854,-0.0111,-0.0219,-0.0021,113,2019-08-07 16:52:23:999
-4.3256,-7.9378,2.6911,-0.2411,-0.2727,0.1318,-0.0111,-0.0219,-0.0021,117,2019-08-07 16:52:24:003
-4.3256,-7.9378,2.6911,-0.2411,-0.2727,0.1318,-0.0101,-0.0208,0.0043,123,2019-08-07 16:52:24:009
-4.3017,-7.914,2.71,-0.2411,-0.2727,0.1318,-0.0101,-0.0208,0.0043,128,2019-08-07 16:52:24:014
-4.3017,-7.914,2.71,-0.2411,-0.2727,0.1318,-0.0026,-0.0198,0.0064,132,2019-08-07 16:52:24:018
-4.3017,-7.914,2.71,-0.2158,-0.2829,0.2359,-0.0026,-0.0198,0.0064,138,2019-08-07 16:52:24:024
-4.3112,-7.9187,2.5733,-0.2158,-0.2829,0.2359,0.0059,-0.007,0.0139,142,2019-08-07 16:52:24:028
-4.3112,-7.9187,2.5733,-0.2158,-0.2829,0.2359,0.0059,-0.007,0.0139,149,2019-08-07 16:52:24:035
-4.3112,-7.9187,2.5733,-0.2158,-0.2829,0.2359,0.0102,0.0037,0.0181,153,2019-08-07 16:52:24:039
-4.3543,-7.9044,2.6063,-0.2126,-0.3055,0.2181,0.0102,0.0037,0.0181,157,2019-08-07 16:52:24:043
-4.3543,-7.9044,2.6063,-0.2126,-0.3055,0.2181,0.0144,0.0069,0.0192,163,2019-08-07 16:52:24:049
-4.3543,-7.9044,2.6063,-0.2126,-0.3055,0.2181,0.0144,0.0069,0.0192,167,2019-08-07 16:52:24:053
-4.3686,-7.8615,2.644,-0.2126,-0.3055,0.2181,0.0187,0.0143,0.0181,173,2019-08-07 16:52:24:059
-4.3686,-7.8615,2.644,-0.1781,-0.3268,0.1721,0.0187,0.0143,0.0181,178,2019-08-07 16:52:24:064
-4.3878,-7.871,2.677,-0.1781,-0.3268,0.1721,0.0144,0.0218,0.0139,183,2019-08-07 16:52:24:069
-4.3878,-7.871,2.677,-0.1781,-0.3268,0.1721,0.0144,0.0218,0.0139,188,2019-08-07 16:52:24:074
-4.3878,-7.871,2.677,-0.1781,-0.3268,0.1721,0.0144,0.0218,0.0139,193,2019-08-07 16:52:24:079
-4.4117,-7.8806,2.677,-0.1582,-0.3246,0.1958,0.0134,0.0239,0.0171,198,2019-08-07 16:52:24:084
-4.4117,-7.8806,2.677,-0.1582,-0.3246,0.1958,0.0123,0.0239,0.0128,203,2019-08-07 16:52:24:089
-4.4164,-7.9474,2.6629,-0.1582,-0.3246,0.1958,0.0123,0.0239,0.0128,208,2019-08-07 16:52:24:094
-4.4164,-7.9474,2.6629,-0.1582,-0.3246,0.1958,0.0123,0.0239,0.0128,213,2019-08-07 16:52:24:099
-4.4164,-7.9474,2.6629,-0.1809,-0.275,0.1058,0.0123,0.0228,0.0139,218,2019-08-07 16:52:24:104
-4.3782,-7.9522,2.7053,-0.1809,-0.275,0.1058,0.0123,0.0228,0.0139,223,2019-08-07 16:52:24:109
-4.3782,-7.9522,2.7053,-0.1809,-0.275,0.1058,0.0091,0.0218,0.016,228,2019-08-07 16:52:24:114
-4.3399,-7.8996,2.7666,-0.1809,-0.275,0.1058,0.0091,0.0218,0.016,232,2019-08-07 16:52:24:118
-4.3399,-7.8996,2.7666,-0.2273,-0.3064,0.026,0.0112,0.0058,0.0234,238,2019-08-07 16:52:24:124
-4.3399,-7.8996,2.7666,-0.2273,-0.3064,0.026,0.0112,0.0058,0.0234,243,2019-08-07 16:52:24:129
-4.3255,-7.8996,2.7336,-0.2273,-0.3064,0.026,0.0134,0.0037,0.0234,247,2019-08-07 16:52:24:133
-4.3255,-7.8996,2.7336,-0.2273,-0.3064,0.026,0.0134,0.0037,0.0234,253,2019-08-07 16:52:24:139
-4.3255,-7.828,2.7194,-0.2592,-0.3706,0.1088,0.0144,-0.0059,0.0256,259,2019-08-07 16:52:24:145
-4.3255,-7.828,2.7194,-0.2592,-0.3706,0.1088,0.0144,-0.0059,0.0256,263,2019-08-07 16:52:24:149
-4.3255,-7.828,2.7194,-0.2592,-0.3706,0.1088,0.0144,-0.0027,0.0309,268,2019-08-07 16:52:24:154
-4.2872,-7.8853,2.7147,-0.2592,-0.3706,0.1088,0.0144,-0.0027,0.0309,272,2019-08-07 16:52:24:158
-4.2872,-7.8853,2.7147,-0.2444,-0.3293,0.1201,0.0112,0.0143,0.0309,278,2019-08-07 16:52:24:164
-4.2872,-7.8853,2.7147,-0.2444,-0.3293,0.1201,0.0112,0.0143,0.0309,282,2019-08-07 16:52:24:168
-4.3638,-7.8615,2.7242,-0.2444,-0.3293,0.1201,0.0091,0.0271,0.0298,288,2019-08-07 16:52:24:174
-4.3638,-7.8615,2.7242,-0.2444,-0.3293,0.1201,0.0091,0.0271,0.0298,292,2019-08-07 16:52:24:178
-4.3638,-7.8615,2.7242,-0.1932,-0.3503,0.1279,-5.0E-4,0.0399,0.0245,298,2019-08-07 16:52:24:184
-4.4116,-7.8997,2.6676,-0.1932,-0.3503,0.1279,-5.0E-4,0.0399,0.0245,303,2019-08-07 16:52:24:189
-4.4116,-7.8997,2.6676,-0.1725,-0.3302,0.121,-5.0E-4,0.0548,0.0213,309,2019-08-07 16:52:24:195
-4.4547,-7.8901,2.7336,-0.1725,-0.3302,0.121,-5.0E-4,0.0548,0.0213,314,2019-08-07 16:52:24:200
-4.4547,-7.8901,2.7336,-0.1725,-0.3302,0.121,-0.0037,0.0559,0.0171,318,2019-08-07 16:52:24:204
-4.4547,-7.8901,2.7336,-0.1725,-0.3302,0.121,-0.0037,0.0559,0.0171,323,2019-08-07 16:52:24:209
-4.4786,-7.9713,2.6723,-0.1725,-0.3302,0.121,-0.0037,0.0559,0.0171,328,2019-08-07 16:52:24:214
-4.4786,-7.9713,2.6723,-0.1403,-0.2477,0.0866,-0.0069,0.0591,0.0128,333,2019-08-07 16:52:24:219
-4.4786,-7.9713,2.6723,-0.1403,-0.2477,0.0866,-0.0069,0.0591,0.0128,337,2019-08-07 16:52:24:223
-4.5121,-8.0238,2.7854,-0.1403,-0.2477,0.0866,-0.0037,0.0463,0.016,343,2019-08-07 16:52:24:229
-4.5121,-8.0238,2.7854,-0.1551,-0.256,-0.008,-0.0037,0.0463,0.016,348,2019-08-07 16:52:24:234
-4.4738,-7.8806,2.776,-0.1551,-0.256,-0.008,-0.0037,0.0207,0.0213,353,2019-08-07 16:52:24:239
-4.4738,-7.8806,2.776,-0.1551,-0.256,-0.008,-0.0037,0.0207,0.0213,357,2019-08-07 16:52:24:243
-4.4738,-7.8806,2.776,-0.1551,-0.256,-0.008,-0.0133,0.0058,0.0245,363,2019-08-07 16:52:24:249
-4.4164,-7.9187,2.7147,-0.1551,-0.256,-0.008,-0.0133,0.0058,0.0245,368,2019-08-07 16:52:24:254
-4.4164,-7.9187,2.7147,-0.1691,-0.2354,0.1071,-0.0133,0.0058,0.0245,373,2019-08-07 16:52:24:259
-4.4164,-7.9187,2.7147,-0.1691,-0.2354,0.1071,-0.0282,-0.0059,0.0277,378,2019-08-07 16:52:24:264
-4.335,-7.9856,2.6582,-0.1691,-0.2354,0.1071,-0.0282,-0.0059,0.0277,383,2019-08-07 16:52:24:269
-4.335,-7.9856,2.6582,-0.3007,-0.1355,0.1398,-0.042,-0.0091,0.0203,388,2019-08-07 16:52:24:274
-4.3111,-8.0906,2.6865,-0.3007,-0.1355,0.1398,-0.042,-0.0091,0.0203,393,2019-08-07 16:52:24:279
-4.3111,-8.0906,2.6865,-0.3007,-0.1355,0.1398,-0.0431,0.0026,0.0128,398,2019-08-07 16:52:24:284
-4.3111,-8.0906,2.6865,-0.3007,-0.1355,0.1398,-0.0431,0.0026,0.0128,403,2019-08-07 16:52:24:289
-4.2776,-8.062,2.5922,-0.3007,-0.1355,0.1398,-0.041,0.0303,-0.0011,408,2019-08-07 16:52:24:294
-4.2776,-8.062,2.5922,-0.349,-0.1142,0.1315,-0.041,0.0303,-0.0011,413,2019-08-07 16:52:24:299
-4.3494,-8.062,2.6865,-0.349,-0.1142,0.1315,-0.0314,0.0655,-0.0149,418,2019-08-07 16:52:24:304
-4.3494,-8.062,2.6865,-0.349,-0.1142,0.1315,-0.0314,0.0655,-0.0149,423,2019-08-07 16:52:24:309
-4.3494,-8.062,2.6865,-0.349,-0.1142,0.1315,-0.0261,0.0868,-0.0224,428,2019-08-07 16:52:24:314
-4.469,-7.9569,2.7855,-0.1487,-0.2371,0.0022,-0.0261,0.0868,-0.0224,432,2019-08-07 16:52:24:318
-4.469,-7.9569,2.7855,-0.1487,-0.2371,0.0022,-0.0261,0.0868,-0.0224,438,2019-08-07 16:52:24:324
-4.5455,-7.9283,2.7855,-0.1487,-0.2371,0.0022,-0.0186,0.0772,-0.0298,443,2019-08-07 16:52:24:329
-4.5455,-7.9283,2.7855,-0.1487,-0.2371,0.0022,-0.0186,0.0772,-0.0298,448,2019-08-07 16:52:24:334
