ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
5.0019,-8.2522,1.2904,0.1125,-0.0469,-0.1746,0.025,-0.0603,0.0014,2,2019-08-07 16:15:54:940
5.0019,-8.2522,1.2904,-0.2251,-0.165,-0.08,0.0186,-0.0667,0.0014,8,2019-08-07 16:15:54:946
5.2698,-8.2474,1.2527,-0.2251,-0.165,-0.08,0.0186,-0.0667,0.0014,13,2019-08-07 16:15:54:951
5.2698,-8.2474,1.2527,-0.3857,-0.1353,-0.0297,0.0133,-0.0465,0.0014,18,2019-08-07 16:15:54:956
5.2698,-8.2474,1.2527,-0.3857,-0.1353,-0.0297,0.0133,-0.0465,0.0014,23,2019-08-07 16:15:54:961
5.3655,-8.2235,1.1396,-0.3857,-0.1353,-0.0297,0.008,-0.0092,0.0056,28,2019-08-07 16:15:54:966
5.3655,-8.2235,1.1396,-0.3857,-0.1353,-0.0297,0.008,-0.0092,0.0056,33,2019-08-07 16:15:54:971
5.3655,-8.2235,1.1396,-0.4546,-0.1292,0.0673,-6.0E-4,0.0153,0.0152,37,2019-08-07 16:15:54:975
5.332,-8.2856,1.2008,-0.4546,-0.1292,0.0673,-6.0E-4,0.0153,0.0152,43,2019-08-07 16:15:54:981
5.332,-8.2856,1.2008,-0.4546,-0.1292,0.0673,0.008,0.0387,0.0259,47,2019-08-07 16:15:54:985
5.3416,-8.4145,1.1726,-0.4546,-0.1292,0.0673,0.008,0.0387,0.0259,54,2019-08-07 16:15:54:992
5.3416,-8.4145,1.1726,-0.3896,0.0229,0.0938,0.008,0.0387,0.0259,58,2019-08-07 16:15:54:996
5.3416,-8.4145,1.1726,-0.3896,0.0229,0.0938,0.0165,0.0643,0.028,62,2019-08-07 16:15:55:000
5.0833,-8.3142,1.2527,-0.3896,0.0229,0.0938,0.0165,0.0643,0.028,68,2019-08-07 16:15:55:006
5.0833,-8.3142,1.2527,-0.3896,0.0229,0.0938,0.025,0.0632,0.0354,72,2019-08-07 16:15:55:010
4.9206,-8.3381,1.3705,-0.0174,-0.0984,-0.0856,0.025,0.0632,0.0354,78,2019-08-07 16:15:55:016
4.9206,-8.3381,1.3705,-0.0174,-0.0984,-0.0856,0.0229,0.0419,0.0344,82,2019-08-07 16:15:55:020
4.9206,-8.3381,1.3705,-0.0174,-0.0984,-0.0856,0.0229,0.0419,0.0344,88,2019-08-07 16:15:55:026
4.8202,-8.3047,1.3611,-0.0174,-0.0984,-0.0856,0.0218,0.0195,0.0205,93,2019-08-07 16:15:55:031
