ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.2567,10.0979,0.56,0.6503,-0.2386,0.2342,0.22,0.2093,-0.1481,4,2019-08-07 17:05:16:727
-0.606,10.0072,0.56,0.6503,-0.2386,0.2342,0.22,0.2093,-0.1481,8,2019-08-07 17:05:16:731
-0.606,10.0072,0.56,0.6503,-0.2386,0.2342,0.2179,0.1155,-0.1417,14,2019-08-07 17:05:16:737
-0.6442,10.012,0.758,0.6503,-0.2386,0.2342,0.2179,0.1155,-0.1417,19,2019-08-07 17:05:16:742
-0.6442,10.012,0.758,0.4537,-0.2255,-0.0085,0.2296,0.0026,-0.1257,24,2019-08-07 17:05:16:747
-0.6442,10.012,0.758,0.4537,-0.2255,-0.0085,0.2296,0.0026,-0.1257,28,2019-08-07 17:05:16:751
-0.362,9.9977,0.6024,0.4537,-0.2255,-0.0085,0.2254,-0.0517,-0.1236,34,2019-08-07 17:05:16:757
-0.362,9.9977,0.6024,0.4537,-0.2255,-0.0085,0.2254,-0.0517,-0.1236,39,2019-08-07 17:05:16:762
-0.362,9.9977,0.6024,0.4537,-0.2255,-0.0085,0.2254,-0.0517,-0.1236,43,2019-08-07 17:05:16:766
-0.0271,9.9738,0.5175,-0.017,-0.1888,0.1807,0.2243,-0.0155,-0.1289,49,2019-08-07 17:05:16:772
-0.0271,9.9738,0.5175,-0.017,-0.1888,0.1807,0.2243,-0.0155,-0.1289,54,2019-08-07 17:05:16:777
-0.0271,9.9738,0.5175,-0.017,-0.1888,0.1807,0.2232,0.026,-0.1236,58,2019-08-07 17:05:16:781
0.083,10.2316,0.0462,-0.017,-0.1888,0.1807,0.2232,0.026,-0.1236,64,2019-08-07 17:05:16:787
