ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.0512,9.9929,0.7202,0.1078,-0.2123,0.0362,0.1348,0.1251,-0.1864,3,2019-08-07 17:05:08:015
-0.0321,10.0884,0.3525,0.1078,-0.2123,0.0362,0.1348,0.1251,-0.1864,7,2019-08-07 17:05:08:019
-0.0321,10.0884,0.3525,0.0633,-0.2672,0.474,0.1316,0.1091,-0.1896,13,2019-08-07 17:05:08:025
-0.0321,10.0884,0.3525,0.0633,-0.2672,0.474,0.1316,0.1091,-0.1896,18,2019-08-07 17:05:08:030
-0.0081,10.055,0.2205,0.0633,-0.2672,0.474,0.1178,0.1336,-0.196,23,2019-08-07 17:05:08:035
-0.0081,10.055,0.2205,0.0633,-0.2672,0.474,0.1178,0.1336,-0.196,28,2019-08-07 17:05:08:040
-0.1564,10.0597,0.0084,0.1325,-0.2747,0.6911,0.0965,0.1539,-0.1907,33,2019-08-07 17:05:08:045
-0.1564,10.0597,0.0084,0.1325,-0.2747,0.6911,0.0965,0.1539,-0.1907,37,2019-08-07 17:05:08:049
-0.1564,10.0597,0.0084,0.1325,-0.2747,0.6911,0.0965,0.1539,-0.1907,43,2019-08-07 17:05:08:055
-0.5105,10.0072,0.098,0.4654,-0.2215,0.5901,0.0762,0.1837,-0.1854,47,2019-08-07 17:05:08:059
-0.5105,10.0072,0.098,0.4654,-0.2215,0.5901,0.0762,0.1837,-0.1854,53,2019-08-07 17:05:08:065
-0.6875,9.907,0.6778,0.4654,-0.2215,0.5901,0.0677,0.139,-0.1673,58,2019-08-07 17:05:08:070
-0.6875,9.907,0.6778,0.6394,-0.087,-0.0284,0.0677,0.139,-0.1673,63,2019-08-07 17:05:08:075
-0.6875,9.907,0.6778,0.6394,-0.087,-0.0284,0.0794,0.0367,-0.1566,68,2019-08-07 17:05:08:080
-0.7736,9.9786,0.7579,0.6394,-0.087,-0.0284,0.0794,0.0367,-0.1566,73,2019-08-07 17:05:08:085
-0.7736,9.9786,0.7579,0.6394,-0.087,-0.0284,0.0997,-0.0549,-0.1417,78,2019-08-07 17:05:08:090
-0.7736,9.9786,0.7579,0.6394,-0.087,-0.0284,0.0997,-0.0549,-0.1417,82,2019-08-07 17:05:08:094
-0.5057,9.9881,0.6778,0.3858,-0.2008,-0.022,0.1124,-0.1082,-0.1289,88,2019-08-07 17:05:08:100
-0.5057,9.9881,0.6778,0.3858,-0.2008,-0.022,0.1124,-0.1082,-0.1289,92,2019-08-07 17:05:08:104
-0.2473,10.0311,0.4609,0.3858,-0.2008,-0.022,0.1124,-0.1082,-0.1289,98,2019-08-07 17:05:08:110
-0.2473,10.0311,0.4609,0.3858,-0.2008,-0.022,0.1039,-0.0975,-0.131,102,2019-08-07 17:05:08:114
-0.2473,10.0311,0.4609,-0.013,-0.2331,0.121,0.1039,-0.0975,-0.131,107,2019-08-07 17:05:08:119
-0.0177,10.012,0.5646,-0.013,-0.2331,0.121,0.1039,-0.0794,-0.1246,113,2019-08-07 17:05:08:125
-0.0177,10.012,0.5646,-0.013,-0.2331,0.121,0.1039,-0.0794,-0.1246,118,2019-08-07 17:05:08:130
-0.0177,10.012,0.5646,-0.1364,-0.4565,0.5806,0.0752,-0.0741,-0.1289,123,2019-08-07 17:05:08:135
-0.032,10.2459,0.032,-0.1364,-0.4565,0.5806,0.0752,-0.0741,-0.1289,128,2019-08-07 17:05:08:140
-0.032,10.2459,0.032,-0.1364,-0.4565,0.5806,0.0411,-0.0251,-0.1353,132,2019-08-07 17:05:08:144
-0.1995,10.055,0.164,-0.1364,-0.4565,0.5806,0.0411,-0.0251,-0.1353,138,2019-08-07 17:05:08:150
-0.1995,10.055,0.164,-0.1364,-0.4565,0.5806,0.0411,-0.0251,-0.1353,142,2019-08-07 17:05:08:154
-0.1995,10.055,0.164,0.0285,-0.1507,0.2526,0.0293,0.0143,-0.1374,148,2019-08-07 17:05:08:160
-0.2713,9.9213,0.4892,0.0285,-0.1507,0.2526,0.0293,0.0143,-0.1374,152,2019-08-07 17:05:08:164
-0.2713,9.9213,0.4892,0.0285,-0.1507,0.2526,0.0304,-0.0389,-0.1289,158,2019-08-07 17:05:08:170
-0.4387,9.8736,0.2583,0.0285,-0.1507,0.2526,0.0304,-0.0389,-0.1289,163,2019-08-07 17:05:08:175
-0.4387,9.8736,0.2583,0.2033,-0.0745,0.3727,0.0304,-0.0805,-0.1151,167,2019-08-07 17:05:08:179
-0.4387,9.8736,0.2583,0.2033,-0.0745,0.3727,0.0304,-0.0805,-0.1151,173,2019-08-07 17:05:08:185
-0.654,9.6826,0.1734,0.4204,0.1069,0.4161,0.0102,-0.0783,-0.1172,177,2019-08-07 17:05:08:189
-0.654,9.6826,0.1734,0.4204,0.1069,0.4161,0.0102,-0.0783,-0.1172,183,2019-08-07 17:05:08:195
-0.654,9.6921,0.7155,0.4204,0.1069,0.4161,0.0102,-0.0783,-0.1172,187,2019-08-07 17:05:08:199
-0.654,9.6921,0.7155,0.4204,0.1069,0.4161,0.0134,-0.1604,-0.1012,193,2019-08-07 17:05:08:205
-0.654,9.6921,0.7155,0.3298,0.0443,-0.2683,0.0134,-0.1604,-0.1012,197,2019-08-07 17:05:08:209
-0.5248,9.7781,0.8239,0.3298,0.0443,-0.2683,0.0432,-0.2797,-0.0937,203,2019-08-07 17:05:08:215
-0.5248,9.7781,0.8239,0.3298,0.0443,-0.2683,0.0432,-0.2797,-0.0937,208,2019-08-07 17:05:08:220
-0.1947,9.8401,0.7579,0.3298,0.0443,-0.2683,0.072,-0.3053,-0.082,213,2019-08-07 17:05:08:225
-0.1947,9.8401,0.7579,-0.24,0.0396,-0.2239,0.072,-0.3053,-0.082,217,2019-08-07 17:05:08:229
-0.1947,9.8401,0.7579,-0.24,0.0396,-0.2239,0.0858,-0.2222,-0.0906,223,2019-08-07 17:05:08:235
0.322,9.8783,0.7343,-0.5992,-0.0891,-0.1598,0.0858,-0.2222,-0.0906,228,2019-08-07 17:05:08:240
0.322,9.8783,0.7343,-0.5992,-0.0891,-0.1598,0.0847,-0.1316,-0.0842,233,2019-08-07 17:05:08:245
0.322,9.8783,0.7343,-0.5992,-0.0891,-0.1598,0.0847,-0.1316,-0.0842,237,2019-08-07 17:05:08:249
0.566,9.8497,-0.2556,-0.5992,-0.0891,-0.1598,0.0783,0.0399,-0.1151,243,2019-08-07 17:05:08:255
0.566,9.8497,-0.2556,-0.5764,-0.0978,0.6502,0.0783,0.0399,-0.1151,248,2019-08-07 17:05:08:260
0.566,9.8497,-0.2556,-0.5764,-0.0978,0.6502,0.0783,0.0399,-0.1151,252,2019-08-07 17:05:08:264
0.0589,9.8879,0.5741,-0.5764,-0.0978,0.6502,0.0752,0.1571,-0.1268,257,2019-08-07 17:05:08:269
0.0589,9.8879,0.5741,-0.5764,-0.0978,0.6502,0.0752,0.1571,-0.1268,263,2019-08-07 17:05:08:275
-0.032,9.9356,0.7815,-0.2033,-0.0881,-0.1434,0.0986,0.0836,-0.1374,268,2019-08-07 17:05:08:280
-0.032,9.9356,0.7815,-0.2033,-0.0881,-0.1434,0.0986,0.0836,-0.1374,273,2019-08-07 17:05:08:285
-0.1564,9.864,0.1498,-0.1692,-0.0736,0.3778,0.1092,0.0708,-0.1502,278,2019-08-07 17:05:08:290
-0.1564,9.864,0.1498,-0.1692,-0.0736,0.3778,0.1092,0.0708,-0.1502,283,2019-08-07 17:05:08:295
-0.1564,9.864,0.1498,-0.1692,-0.0736,0.3778,0.1092,0.0708,-0.1502,288,2019-08-07 17:05:08:300
-0.233,9.7494,0.4185,-0.1692,-0.0736,0.3778,0.1007,0.1123,-0.1438,293,2019-08-07 17:05:08:305
-0.233,9.7494,0.4185,-0.1026,0.0173,0.0627,0.1007,0.1123,-0.1438,298,2019-08-07 17:05:08:310
-0.4244,9.8258,0.4892,-0.1026,0.0173,0.0627,0.0922,0.091,-0.1321,303,2019-08-07 17:05:08:315
-0.4244,9.8258,0.4892,-0.1026,0.0173,0.0627,0.0922,0.091,-0.1321,308,2019-08-07 17:05:08:320
-0.4244,9.8258,0.4892,-0.1026,0.0173,0.0627,0.0965,0.0942,-0.1374,312,2019-08-07 17:05:08:324
-0.5105,9.8258,0.8098,0.1273,-0.0353,-0.324,0.0965,0.0942,-0.1374,318,2019-08-07 17:05:08:330
-0.5105,9.8258,0.8098,0.1273,-0.0353,-0.324,0.1167,0.0463,-0.1172,322,2019-08-07 17:05:08:334
-0.5105,9.8258,0.8098,0.1273,-0.0353,-0.324,0.1167,0.0463,-0.1172,328,2019-08-07 17:05:08:340
-0.4818,10.0836,0.2865,0.1273,-0.0353,-0.324,0.1124,0.0229,-0.1225,333,2019-08-07 17:05:08:345
-0.4818,10.0836,0.2865,0.3742,-0.4315,0.5901,0.1124,0.0229,-0.1225,338,2019-08-07 17:05:08:350
-0.4818,10.0836,0.2865,0.3742,-0.4315,0.5901,0.1124,0.0229,-0.1225,342,2019-08-07 17:05:08:354
-0.9123,10.2507,0.0084,0.3742,-0.4315,0.5901,0.1018,0.1006,-0.131,348,2019-08-07 17:05:08:360
-0.9123,10.2507,0.0084,0.3742,-0.4315,0.5901,0.1018,0.1006,-0.131,352,2019-08-07 17:05:08:364
-0.9506,10.3127,0.7438,0.5111,-0.5224,-0.3047,0.1124,0.075,-0.1289,358,2019-08-07 17:05:08:370
-0.9506,10.3127,0.7438,0.5111,-0.5224,-0.3047,0.1124,0.075,-0.1289,363,2019-08-07 17:05:08:375
-0.9506,10.3127,0.7438,0.5111,-0.5224,-0.3047,0.1295,-0.0581,-0.1236,368,2019-08-07 17:05:08:380
-0.8597,10.4225,0.5175,0.5111,-0.5224,-0.3047,0.1295,-0.0581,-0.1236,372,2019-08-07 17:05:08:384
-0.8597,10.4225,0.5175,0.2159,-0.3461,0.219,0.0986,-0.1018,-0.1246,378,2019-08-07 17:05:08:390
-0.4913,9.9595,0.1357,0.2159,-0.3461,0.219,0.0986,-0.1018,-0.1246,383,2019-08-07 17:05:08:395
-0.4913,9.9595,0.1357,0.2159,-0.3461,0.219,0.0496,-0.1369,-0.1193,388,2019-08-07 17:05:08:400
-0.4913,9.9595,0.1357,0.2159,-0.3461,0.219,0.0496,-0.1369,-0.1193,392,2019-08-07 17:05:08:404
-0.2569,9.9452,0.2017,-0.2558,-0.2511,0.1881,0.056,-0.2062,-0.1214,398,2019-08-07 17:05:08:410
-0.2569,9.9452,0.2017,-0.2558,-0.2511,0.1881,0.056,-0.2062,-0.1214,402,2019-08-07 17:05:08:414
-0.2569,9.9452,0.2017,-0.2558,-0.2511,0.1881,0.056,-0.2062,-0.1214,408,2019-08-07 17:05:08:420
-0.0751,10.2746,-0.2084,-0.424,-0.4853,0.6056,0.0613,-0.1987,-0.1385,413,2019-08-07 17:05:08:425
-0.0751,10.2746,-0.2084,-0.424,-0.4853,0.6056,0.0613,-0.1987,-0.1385,418,2019-08-07 17:05:08:430
0.0876,10.962,-0.298,-0.424,-0.4853,0.6056,0.0304,-0.0656,-0.1683,423,2019-08-07 17:05:08:435
0.0876,10.962,-0.298,-0.424,-0.4853,0.6056,0.0304,-0.0656,-0.1683,427,2019-08-07 17:05:08:439
0.0876,10.962,-0.298,-0.5311,-1.6319,0.513,0.0176,-0.0091,-0.1662,433,2019-08-07 17:05:08:445
-0.5679,11.7783,0.2818,-0.5311,-1.6319,0.513,0.0176,-0.0091,-0.1662,438,2019-08-07 17:05:08:450
-0.5679,11.7783,0.2818,-0.5311,-1.6319,0.513,0.0688,0.0154,-0.1513,443,2019-08-07 17:05:08:455
-2.4624,12.4228,3.2515,1.9046,-2.636,-2.8727,0.0688,0.0154,-0.1513,448,2019-08-07 17:05:08:460
-2.4624,12.4228,3.2515,1.9046,-2.636,-2.8727,0.1625,-0.2456,-0.0362,453,2019-08-07 17:05:08:465
-2.4624,12.4228,3.2515,1.9046,-2.636,-2.8727,0.1625,-0.2456,-0.0362,457,2019-08-07 17:05:08:469
-3.0748,12.4132,5.7121,2.5091,-2.6268,-5.3361,0.2328,-0.7559,0.0149,463,2019-08-07 17:05:08:475
-3.0748,12.4132,5.7121,2.5091,-2.6268,-5.3361,0.2328,-0.7559,0.0149,468,2019-08-07 17:05:08:480
-3.0748,12.4132,5.7121,2.5091,-2.6268,-5.3361,0.4981,-1.6379,-0.0618,472,2019-08-07 17:05:08:484
-1.0941,14.213,7.0131,-0.316,-5.5329,-6.2568,0.4981,-1.6379,-0.0618,478,2019-08-07 17:05:08:490
-1.0941,14.213,7.0131,-0.316,-5.5329,-6.2568,0.8006,-1.9564,-0.212,483,2019-08-07 17:05:08:495
1.7621,15.8933,4.9532,-0.316,-5.5329,-6.2568,0.8006,-1.9564,-0.212,488,2019-08-07 17:05:08:500
1.7621,15.8933,4.9532,-0.316,-5.5329,-6.2568,0.8006,-1.9564,-0.212,493,2019-08-07 17:05:08:505
1.7621,15.8933,4.9532,-0.316,-5.5329,-6.2568,1.1617,-1.8478,-0.4346,498,2019-08-07 17:05:08:510
4.4604,17.5021,3.7276,-5.0696,-7.7127,-3.55,1.1617,-1.8478,-0.4346,503,2019-08-07 17:05:08:515
4.4604,17.5021,3.7276,-5.0696,-7.7127,-3.55,1.8435,-1.7018,-0.5199,507,2019-08-07 17:05:08:519
3.7092,17.3255,-3.7721,-4.8065,-7.451,1.5571,1.8435,-1.7018,-0.5199,513,2019-08-07 17:05:08:525
3.7092,17.3255,-3.7721,-4.8065,-7.451,1.5571,2.3165,-1.1308,-0.7116,518,2019-08-07 17:05:08:530
3.7092,17.3255,-3.7721,-4.8065,-7.451,1.5571,2.3165,-1.1308,-0.7116,522,2019-08-07 17:05:08:534
-0.7114,22.3953,-10.1451,-4.8065,-7.451,1.5571,2.4848,-0.7591,-0.9854,528,2019-08-07 17:05:08:540
-0.7114,22.3953,-10.1451,2.6495,-16.8351,10.0798,2.4848,-0.7591,-0.9854,533,2019-08-07 17:05:08:545
-5.0124,30.3055,-7.1047,2.6495,-16.8351,10.0798,2.4411,-0.7654,-0.8096,537,2019-08-07 17:05:08:549
-5.0124,30.3055,-7.1047,2.6495,-16.8351,10.0798,2.4411,-0.7654,-0.8096,543,2019-08-07 17:05:08:555
