ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
4.5301,-8.3307,2.2699,-0.0909,-0.1143,0.0129,0.0453,-0.023,-0.0105,3,2019-08-07 16:23:07:655
4.5301,-8.3307,2.2699,-0.0909,-0.1143,0.0129,0.0464,-0.0155,-0.0191,8,2019-08-07 16:23:07:660
4.5301,-8.3307,2.2699,-0.0909,-0.1143,0.0129,0.0464,-0.0155,-0.0191,12,2019-08-07 16:23:07:664
4.5445,-8.2925,2.3831,-0.0909,-0.1143,0.0129,0.0453,-0.0198,-0.0265,18,2019-08-07 16:23:07:670
4.5445,-8.2925,2.3831,-0.0806,-0.1476,-0.1211,0.0453,-0.0198,-0.0265,22,2019-08-07 16:23:07:674
4.5445,-8.2925,2.3831,-0.0806,-0.1476,-0.1211,0.0453,-0.0198,-0.0265,28,2019-08-07 16:23:07:680
4.5636,-8.2686,2.4114,-0.0806,-0.1476,-0.1211,0.041,-0.023,-0.0404,32,2019-08-07 16:23:07:684
4.5636,-8.2686,2.4114,-0.0806,-0.1476,-0.1211,0.041,-0.023,-0.0404,38,2019-08-07 16:23:07:690
4.5636,-8.2686,2.4114,-0.0806,-0.1476,-0.1211,0.0325,-0.0273,-0.0446,42,2019-08-07 16:23:07:694
4.6019,-8.2496,2.3689,-0.1477,-0.1841,-0.0734,0.0325,-0.0273,-0.0446,48,2019-08-07 16:23:07:700
4.6019,-8.2496,2.3689,-0.1477,-0.1841,-0.0734,0.0272,-0.0379,-0.0404,52,2019-08-07 16:23:07:704
4.6498,-8.2496,2.3595,-0.1477,-0.1841,-0.0734,0.0272,-0.0379,-0.0404,58,2019-08-07 16:23:07:710
4.6498,-8.2496,2.3595,-0.1477,-0.1841,-0.0734,0.0272,-0.0486,-0.0382,62,2019-08-07 16:23:07:714
4.7072,-8.2352,2.4161,-0.2569,-0.1972,-7.0E-4,0.0272,-0.0486,-0.0382,68,2019-08-07 16:23:07:720
4.7072,-8.2352,2.4161,-0.2569,-0.1972,-7.0E-4,0.0272,-0.0486,-0.0382,72,2019-08-07 16:23:07:724
4.7072,-8.2352,2.4161,-0.2569,-0.1972,-7.0E-4,0.024,-0.0571,-0.034,78,2019-08-07 16:23:07:730
4.7263,-8.2352,2.2322,-0.2569,-0.1972,-7.0E-4,0.024,-0.0571,-0.034,83,2019-08-07 16:23:07:735
4.7263,-8.2352,2.2322,-0.2991,-0.1678,0.0695,0.0261,-0.0518,-0.0308,87,2019-08-07 16:23:07:739
4.7263,-8.2352,2.2322,-0.2991,-0.1678,0.0695,0.0261,-0.0518,-0.0308,93,2019-08-07 16:23:07:745
4.7072,-8.2352,2.2087,-0.2991,-0.1678,0.0695,0.0283,-0.0432,-0.0255,97,2019-08-07 16:23:07:749
4.7072,-8.2352,2.2087,-0.1039,-0.1154,0.0416,0.0283,-0.0432,-0.0255,103,2019-08-07 16:23:07:755
4.602,-8.2687,2.303,-0.1039,-0.1154,0.0416,0.0378,-0.0262,-0.0244,108,2019-08-07 16:23:07:760
4.602,-8.2687,2.303,-0.1039,-0.1154,0.0416,0.0378,-0.0262,-0.0244,113,2019-08-07 16:23:07:765
4.602,-8.2687,2.303,-0.1039,-0.1154,0.0416,0.04,-0.0326,-0.0297,118,2019-08-07 16:23:07:770
4.5637,-8.2352,2.1993,-0.1039,-0.1154,0.0416,0.04,-0.0326,-0.0297,123,2019-08-07 16:23:07:775
