ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
5.1946,-8.1726,2.1274,-0.3976,-0.1916,-0.0655,-0.0016,0.0111,-0.0074,4,2019-08-07 16:24:51:091
5.1946,-8.1726,2.1274,-0.3507,-0.0698,-0.0412,-0.0016,0.0111,-0.0074,8,2019-08-07 16:24:51:095
5.1946,-8.1726,2.1274,-0.3507,-0.0698,-0.0412,0.0016,0.0207,-0.0074,14,2019-08-07 16:24:51:101
5.0224,-8.2443,2.25,-0.3507,-0.0698,-0.0412,0.0016,0.0207,-0.0074,18,2019-08-07 16:24:51:105
5.0224,-8.2443,2.25,-0.3507,-0.0698,-0.0412,0.008,0.0367,-0.0116,24,2019-08-07 16:24:51:111
4.9649,-8.1774,2.1887,-0.2148,-0.0678,-0.0234,0.008,0.0367,-0.0116,29,2019-08-07 16:24:51:116
4.9649,-8.1774,2.1887,-0.2148,-0.0678,-0.0234,0.0048,0.0313,-0.0148,33,2019-08-07 16:24:51:120
4.9649,-8.1774,2.1887,-0.2148,-0.0678,-0.0234,0.0048,0.0313,-0.0148,39,2019-08-07 16:24:51:126
4.9267,-8.1154,2.1934,-0.2148,-0.0678,-0.0234,0.0091,0.0228,-0.018,44,2019-08-07 16:24:51:131
4.9267,-8.1154,2.1934,-0.1878,-0.1365,-0.0192,0.0091,0.0228,-0.018,48,2019-08-07 16:24:51:135
4.9267,-8.1154,2.1934,-0.1878,-0.1365,-0.0192,0.0187,0.0196,-0.0212,54,2019-08-07 16:24:51:141
4.9219,-8.1488,2.2123,-0.1878,-0.1365,-0.0192,0.0187,0.0196,-0.0212,58,2019-08-07 16:24:51:145
4.9219,-8.1488,2.2123,-0.1878,-0.1365,-0.0192,0.0219,0.0164,-0.0234,64,2019-08-07 16:24:51:151
5.0223,-8.0485,2.1557,-0.1881,-0.1946,-0.1034,0.0219,0.0164,-0.0234,68,2019-08-07 16:24:51:155
5.0223,-8.0485,2.1557,-0.1881,-0.1946,-0.1034,0.0197,-6.0E-4,-0.0266,74,2019-08-07 16:24:51:161
5.0223,-8.0485,2.1557,-0.1881,-0.1946,-0.1034,0.0197,-6.0E-4,-0.0266,79,2019-08-07 16:24:51:166
5.1132,-8.0151,2.1604,-0.1881,-0.1946,-0.1034,0.0208,-0.0123,-0.0276,84,2019-08-07 16:24:51:171
5.1132,-8.0151,2.1604,-0.3195,-0.2325,-0.001,0.0208,-0.0123,-0.0276,89,2019-08-07 16:24:51:176
5.1467,-8.0915,2.1463,-0.3195,-0.2325,-0.001,0.0165,-0.0059,-0.0308,93,2019-08-07 16:24:51:180
5.1467,-8.0915,2.1463,-0.3195,-0.2325,-0.001,0.0165,-0.0059,-0.0308,99,2019-08-07 16:24:51:186
5.1467,-8.0915,2.1463,-0.3195,-0.2325,-0.001,0.0187,0.0111,-0.0276,104,2019-08-07 16:24:51:191
5.2376,-8.1154,2.1085,-0.436,-0.165,0.0399,0.0187,0.0111,-0.0276,110,2019-08-07 16:24:51:197
5.2376,-8.1154,2.1085,-0.436,-0.165,0.0399,0.0219,0.025,-0.0329,114,2019-08-07 16:24:51:201
5.2376,-8.1154,2.1085,-0.436,-0.165,0.0399,0.0219,0.025,-0.0329,119,2019-08-07 16:24:51:206
5.1898,-8.1106,2.1038,-0.436,-0.165,0.0399,0.0144,0.0335,-0.0415,124,2019-08-07 16:24:51:211
5.1898,-8.1106,2.1038,-0.3709,-0.1543,-0.0017,0.0144,0.0335,-0.0415,129,2019-08-07 16:24:51:216
5.1372,-8.1249,2.1133,-0.3709,-0.1543,-0.0017,0.0144,0.0335,-0.0415,133,2019-08-07 16:24:51:220
5.1372,-8.1249,2.1133,-0.3709,-0.1543,-0.0017,0.0123,0.0399,-0.0404,139,2019-08-07 16:24:51:226
5.1372,-8.1249,2.1133,-0.3709,-0.1543,-0.0017,0.0123,0.0399,-0.0404,144,2019-08-07 16:24:51:231
5.1132,-8.1106,2.2028,-0.2873,-0.1579,-0.1171,0.0187,0.0484,-0.0393,148,2019-08-07 16:24:51:235
5.1132,-8.1106,2.2028,-0.2873,-0.1579,-0.1171,0.0187,0.0484,-0.0393,154,2019-08-07 16:24:51:241
5.1228,-8.0724,2.2405,-0.2873,-0.1579,-0.1171,0.0208,0.0356,-0.0383,159,2019-08-07 16:24:51:246
5.1228,-8.0724,2.2405,-0.2873,-0.1579,-0.1171,0.0208,0.0356,-0.0383,164,2019-08-07 16:24:51:251
5.1228,-8.0724,2.2405,-0.2562,-0.2807,-0.0815,0.0144,0.0292,-0.0393,169,2019-08-07 16:24:51:256
5.1085,-7.9721,2.283,-0.2562,-0.2807,-0.0815,0.0144,0.0292,-0.0393,173,2019-08-07 16:24:51:260
5.1085,-7.9721,2.283,-0.2562,-0.2807,-0.0815,0.007,0.0143,-0.0298,179,2019-08-07 16:24:51:266
5.2137,-8.0247,2.2358,-0.2562,-0.2807,-0.0815,0.007,0.0143,-0.0298,184,2019-08-07 16:24:51:271
5.2137,-8.0247,2.2358,-0.4064,-0.2183,-0.0554,-0.0058,-6.0E-4,-0.0287,188,2019-08-07 16:24:51:275
5.2137,-8.0247,2.2358,-0.4064,-0.2183,-0.0554,-0.0058,-6.0E-4,-0.0287,194,2019-08-07 16:24:51:281
5.2807,-8.0199,2.2122,-0.4064,-0.2183,-0.0554,-0.008,0.0047,-0.0223,199,2019-08-07 16:24:51:286
5.2807,-8.0199,2.2122,-0.4064,-0.2183,-0.0554,-0.008,0.0047,-0.0223,204,2019-08-07 16:24:51:291
5.2616,-8.0628,2.2075,-0.4236,-0.1904,-0.0365,-0.0069,0.0377,-0.0127,210,2019-08-07 16:24:51:297
5.2616,-8.0628,2.2075,-0.4236,-0.1904,-0.0365,-0.0069,0.0377,-0.0127,214,2019-08-07 16:24:51:301
5.2616,-8.0628,2.2075,-0.4236,-0.1904,-0.0365,-0.0069,0.0377,-0.0127,218,2019-08-07 16:24:51:305
5.2089,-8.1488,2.1887,-0.4236,-0.1904,-0.0365,-0.0058,0.0505,-0.0138,224,2019-08-07 16:24:51:311
5.2089,-8.1488,2.1887,-0.296,-0.116,-0.0186,-0.0058,0.0505,-0.0138,228,2019-08-07 16:24:51:315
5.2089,-8.1488,2.1887,-0.296,-0.116,-0.0186,-0.0016,0.059,-0.017,234,2019-08-07 16:24:51:321
5.1085,-8.1726,2.2264,-0.296,-0.116,-0.0186,-0.0016,0.059,-0.017,239,2019-08-07 16:24:51:326
5.1085,-8.1726,2.2264,-0.296,-0.116,-0.0186,0.0016,0.0633,-0.0138,244,2019-08-07 16:24:51:331
5.0367,-8.0819,2.2547,-0.1939,-0.1658,-0.0732,0.0016,0.0633,-0.0138,249,2019-08-07 16:24:51:336
5.0367,-8.0819,2.2547,-0.1939,-0.1658,-0.0732,0.0059,0.0558,-0.0148,254,2019-08-07 16:24:51:341
5.0367,-8.0819,2.2547,-0.1939,-0.1658,-0.0732,0.0059,0.0558,-0.0148,259,2019-08-07 16:24:51:346
4.9888,-8.0724,2.1604,-0.1939,-0.1658,-0.0732,-5.0E-4,0.0345,-0.0223,264,2019-08-07 16:24:51:351
4.9888,-8.0724,2.1604,-0.1578,-0.1819,-0.096,-5.0E-4,0.0345,-0.0223,269,2019-08-07 16:24:51:356
5.0176,-8.0533,2.3112,-0.1578,-0.1819,-0.096,-0.0037,0.026,-0.0138,274,2019-08-07 16:24:51:361
5.0176,-8.0533,2.3112,-0.1578,-0.1819,-0.096,-0.0037,0.026,-0.0138,279,2019-08-07 16:24:51:366
5.0176,-8.0533,2.3112,-0.1578,-0.1819,-0.096,-0.0069,0.0122,-0.0116,284,2019-08-07 16:24:51:371
5.0654,-8.0151,2.2358,-0.1578,-0.1819,-0.096,-0.0069,0.0122,-0.0116,288,2019-08-07 16:24:51:375
5.0654,-8.0151,2.2358,-0.2218,-0.1796,0.0144,-0.0069,0.0122,-0.0116,294,2019-08-07 16:24:51:381
5.0654,-8.0151,2.2358,-0.2218,-0.1796,0.0144,-0.0133,-0.0038,-0.0031,299,2019-08-07 16:24:51:386
5.1467,-8.0485,2.2028,-0.2218,-0.1796,0.0144,-0.0165,-0.0102,0.0033,304,2019-08-07 16:24:51:391
5.1467,-8.0485,2.2028,-0.2218,-0.1796,0.0144,-0.0165,-0.0102,0.0033,308,2019-08-07 16:24:51:395
5.2759,-8.0867,2.1793,-0.4291,-0.1642,-0.0075,-0.0122,0.0036,0.0054,315,2019-08-07 16:24:51:402
5.2759,-8.0867,2.1793,-0.4291,-0.1642,-0.0075,-0.0122,0.0036,0.0054,320,2019-08-07 16:24:51:407
5.2759,-8.0867,2.1793,-0.4291,-0.1642,-0.0075,-0.0122,0.0036,0.0054,324,2019-08-07 16:24:51:411
5.3381,-8.0867,2.1227,-0.4291,-0.1642,-0.0075,-0.0048,0.0228,0.0129,329,2019-08-07 16:24:51:416
5.3381,-8.0867,2.1227,-0.3897,-0.1067,0.1372,-0.0048,0.0228,0.0129,333,2019-08-07 16:24:51:420
5.1659,-8.0963,2.118,-0.3897,-0.1067,0.1372,-0.0016,0.0463,0.0129,339,2019-08-07 16:24:51:426
5.1659,-8.0963,2.118,-0.3897,-0.1067,0.1372,-0.0016,0.0463,0.0129,344,2019-08-07 16:24:51:431
5.1659,-8.0963,2.118,-0.3897,-0.1067,0.1372,0.0048,0.0516,0.0171,349,2019-08-07 16:24:51:436
5.0606,-8.0867,2.1557,-0.2101,-0.1547,0.0325,0.0048,0.0516,0.0171,353,2019-08-07 16:24:51:440
5.0606,-8.0867,2.1557,-0.2101,-0.1547,0.0325,0.008,0.0505,0.0139,359,2019-08-07 16:24:51:446
4.9841,-8.0915,2.2311,-0.2101,-0.1547,0.0325,0.008,0.0505,0.0139,364,2019-08-07 16:24:51:451
4.9841,-8.0915,2.2311,-0.2101,-0.1547,0.0325,0.0038,0.0377,0.0107,369,2019-08-07 16:24:51:456
4.9841,-8.0915,2.2311,-0.0793,-0.155,-0.0511,0.0038,0.0377,0.0107,373,2019-08-07 16:24:51:460
4.9219,-8.0676,2.2217,-0.0793,-0.155,-0.0511,-0.008,0.0207,0.0043,379,2019-08-07 16:24:51:466
4.9219,-8.0676,2.2217,-0.0793,-0.155,-0.0511,-0.008,0.0207,0.0043,383,2019-08-07 16:24:51:470
4.9506,-8.0103,2.3207,-0.0793,-0.155,-0.0511,-0.0133,-0.0017,-0.001,389,2019-08-07 16:24:51:476
4.9506,-8.0103,2.3207,-0.0936,-0.188,-0.1253,-0.0133,-0.0017,-0.001,394,2019-08-07 16:24:51:481
4.9506,-8.0103,2.3207,-0.0936,-0.188,-0.1253,-0.025,-0.007,-0.0042,399,2019-08-07 16:24:51:486
5.0702,-8.0199,2.3018,-0.0936,-0.188,-0.1253,-0.025,-0.007,-0.0042,404,2019-08-07 16:24:51:491
5.0702,-8.0199,2.3018,-0.0936,-0.188,-0.1253,-0.025,-0.007,-0.0042,408,2019-08-07 16:24:51:495
5.0606,-8.0151,2.1415,-0.2245,-0.1778,0.0214,-0.0314,-6.0E-4,-0.0042,415,2019-08-07 16:24:51:502
5.0606,-8.0151,2.1415,-0.2245,-0.1778,0.0214,-0.0314,-6.0E-4,-0.0042,419,2019-08-07 16:24:51:506
5.0606,-8.0151,2.1415,-0.2245,-0.1778,0.0214,-0.0367,0.0036,0.0043,424,2019-08-07 16:24:51:511
5.1611,-8.144,2.1887,-0.2245,-0.1778,0.0214,-0.0367,0.0036,0.0043,429,2019-08-07 16:24:51:516
5.1611,-8.144,2.1887,-0.352,-0.0924,-0.0409,-0.0239,0.0132,0.0086,434,2019-08-07 16:24:51:521
5.1132,-8.2108,2.1651,-0.352,-0.0924,-0.0409,-0.0239,0.0132,0.0086,438,2019-08-07 16:24:51:525
5.1132,-8.2108,2.1651,-0.3138,-0.0737,0.0283,-0.0239,0.0132,0.0086,444,2019-08-07 16:24:51:531
5.1132,-8.2108,2.1651,-0.3138,-0.0737,0.0283,-0.0165,0.0143,0.0129,449,2019-08-07 16:24:51:536
5.1563,-8.1822,2.085,-0.3138,-0.0737,0.0283,-0.0165,0.0143,0.0129,454,2019-08-07 16:24:51:541
5.1563,-8.1822,2.085,-0.3138,-0.0737,0.0283,-0.0165,0.0143,0.0139,460,2019-08-07 16:24:51:547
5.0845,-8.2299,2.1557,-0.2669,-0.0939,0.0594,-0.0122,0.0228,0.0171,464,2019-08-07 16:24:51:551
5.0845,-8.2299,2.1557,-0.2669,-0.0939,0.0594,-0.0122,0.0228,0.0171,469,2019-08-07 16:24:51:556
5.0845,-8.2299,2.1557,-0.2669,-0.0939,0.0594,-0.0122,0.0228,0.0171,473,2019-08-07 16:24:51:560
5.0702,-8.2156,2.2405,-0.2669,-0.0939,0.0594,-0.0101,0.0303,0.0139,479,2019-08-07 16:24:51:566
5.0702,-8.2156,2.2405,-0.1879,-0.0234,-0.0624,-0.0101,0.0303,0.0139,484,2019-08-07 16:24:51:571
5.0702,-8.2156,2.2405,-0.1879,-0.0234,-0.0624,-0.009,0.0388,0.0097,488,2019-08-07 16:24:51:575
5.008,-8.1058,2.2122,-0.1879,-0.0234,-0.0624,-0.009,0.0388,0.0097,494,2019-08-07 16:24:51:581
5.008,-8.1058,2.2122,-0.1879,-0.0234,-0.0624,-0.0133,0.0292,0.0075,499,2019-08-07 16:24:51:586
4.9888,-8.0915,2.2452,-0.1416,-0.1527,-0.0606,-0.0133,0.0292,0.0075,504,2019-08-07 16:24:51:591
4.9888,-8.0915,2.2452,-0.1416,-0.1527,-0.0606,-0.0218,0.0281,0.0065,509,2019-08-07 16:24:51:596
4.9888,-8.0915,2.2452,-0.1416,-0.1527,-0.0606,-0.0218,0.0281,0.0065,514,2019-08-07 16:24:51:601
4.9553,-8.1106,2.2547,-0.1416,-0.1527,-0.0606,-0.0218,0.0281,0.0065,519,2019-08-07 16:24:51:606
4.9553,-8.1106,2.2547,-0.2144,-0.1154,-0.066,-0.0229,0.01,0.0129,524,2019-08-07 16:24:51:611
5.0654,-8.0819,2.2594,-0.2144,-0.1154,-0.066,-0.0229,0.01,0.0129,529,2019-08-07 16:24:51:616
5.0654,-8.0819,2.2594,-0.2144,-0.1154,-0.066,-0.0143,0.0015,0.0161,534,2019-08-07 16:24:51:621
5.0654,-8.0819,2.2594,-0.2144,-0.1154,-0.066,-0.0143,0.0015,0.0161,538,2019-08-07 16:24:51:625
5.1371,-8.0915,2.1698,-0.3301,-0.1546,0.0404,-0.0112,0.0036,0.0203,544,2019-08-07 16:24:51:631
5.1371,-8.0915,2.1698,-0.3301,-0.1546,0.0404,-0.0112,0.0036,0.0203,550,2019-08-07 16:24:51:637
5.2089,-8.1106,2.1133,-0.3301,-0.1546,0.0404,-0.0122,0.0186,0.0267,554,2019-08-07 16:24:51:641
5.2089,-8.1106,2.1133,-0.3301,-0.1546,0.0404,-0.0122,0.0186,0.0267,559,2019-08-07 16:24:51:646
5.2089,-8.1106,2.1133,-0.309,-0.1325,-0.0119,-0.009,0.0388,0.0299,564,2019-08-07 16:24:51:651
5.0989,-8.1201,2.1887,-0.309,-0.1325,-0.0119,-0.009,0.0388,0.0299,569,2019-08-07 16:24:51:656
5.0989,-8.1201,2.1887,-0.309,-0.1325,-0.0119,-0.0069,0.0431,0.0299,574,2019-08-07 16:24:51:661
5.0702,-8.101,2.1651,-0.309,-0.1325,-0.0119,-0.0069,0.0431,0.0299,579,2019-08-07 16:24:51:666
5.0702,-8.101,2.1651,-0.2519,-0.1729,0.0192,-0.0101,0.0452,0.0288,584,2019-08-07 16:24:51:671
5.0702,-8.101,2.1651,-0.2519,-0.1729,0.0192,-0.0101,0.0452,0.0288,589,2019-08-07 16:24:51:676
4.9697,-8.0485,2.1934,-0.2519,-0.1729,0.0192,-0.0165,0.0452,0.0278,594,2019-08-07 16:24:51:681
4.9697,-8.0485,2.1934,-0.2519,-0.1729,0.0192,-0.0165,0.0452,0.0278,599,2019-08-07 16:24:51:686
5.0462,-8.0819,2.1463,-0.2136,-0.1707,0.0392,-0.0293,0.0388,0.0256,605,2019-08-07 16:24:51:692
5.0462,-8.0819,2.1463,-0.2136,-0.1707,0.0392,-0.0293,0.0388,0.0256,610,2019-08-07 16:24:51:697
