ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
4.1573,-8.6238,1.9205,0.0842,-0.0203,-0.1021,-0.008,0.0238,0.0322,3,2019-08-07 16:19:36:175
4.0281,-8.6572,1.9299,0.0842,-0.0203,-0.1021,-0.008,0.0238,0.0322,7,2019-08-07 16:19:36:179
4.0281,-8.6572,1.9299,0.0842,-0.0203,-0.1021,-0.0101,0.0068,0.0311,13,2019-08-07 16:19:36:185
4.0281,-8.6572,1.9299,0.0842,-0.0203,-0.1021,-0.0101,0.0068,0.0311,17,2019-08-07 16:19:36:189
4.0711,-8.705,1.8356,0.0842,-0.0203,-0.1021,-0.0165,-0.0316,0.0247,23,2019-08-07 16:19:36:195
4.0711,-8.705,1.8356,0.093,0.0241,0.0175,-0.0165,-0.0316,0.0247,28,2019-08-07 16:19:36:200
4.1094,-8.705,1.8498,0.093,0.0241,0.0175,-0.0133,-0.0412,0.0152,33,2019-08-07 16:19:36:205
4.1094,-8.705,1.8498,0.093,0.0241,0.0175,-0.0133,-0.0412,0.0152,38,2019-08-07 16:19:36:210
4.1094,-8.705,1.8498,-0.0565,-0.0492,0.0739,-0.0016,-0.0316,0.013,43,2019-08-07 16:19:36:215
4.205,-8.6381,1.8121,-0.0565,-0.0492,0.0739,-0.0016,-0.0316,0.013,48,2019-08-07 16:19:36:220
4.205,-8.6381,1.8121,-0.0565,-0.0492,0.0739,-0.0016,-0.0316,0.013,52,2019-08-07 16:19:36:224
4.2481,-8.7002,1.8309,-0.0565,-0.0492,0.0739,5.0E-4,-0.0209,0.012,58,2019-08-07 16:19:36:230
4.2481,-8.7002,1.8309,-0.0565,-0.0492,0.0739,5.0E-4,-0.0209,0.012,63,2019-08-07 16:19:36:235
4.2481,-8.7002,1.8309,-0.1003,-0.0355,0.0346,0.0059,0.0057,0.0056,68,2019-08-07 16:19:36:240
4.1667,-8.619,1.8639,-0.1003,-0.0355,0.0346,0.0059,0.0057,0.0056,72,2019-08-07 16:19:36:244
4.1667,-8.619,1.8639,-0.1003,-0.0355,0.0346,0.0016,0.0068,2.0E-4,78,2019-08-07 16:19:36:250
4.1667,-8.619,1.8639,0.0381,-0.0499,-0.0496,0.0016,0.0068,2.0E-4,83,2019-08-07 16:19:36:255
4.1141,-8.619,1.9393,0.0381,-0.0499,-0.0496,0.0016,-0.0124,-0.003,88,2019-08-07 16:19:36:260
4.1141,-8.619,1.9393,0.0381,-0.0499,-0.0496,0.0016,-0.0124,-0.003,92,2019-08-07 16:19:36:264
4.1141,-8.619,1.9393,0.1103,-0.0689,-0.0264,0.0037,-0.0348,-0.0019,98,2019-08-07 16:19:36:270
4.0806,-8.6286,1.8922,0.1103,-0.0689,-0.0264,0.0037,-0.0348,-0.0019,103,2019-08-07 16:19:36:275
4.0806,-8.6286,1.8922,0.1103,-0.0689,-0.0264,0.0037,-0.0348,-0.0019,108,2019-08-07 16:19:36:280
4.1869,-8.6096,1.8641,0.1103,-0.0689,-0.0264,0.009,-0.0582,0.0056,113,2019-08-07 16:19:36:285
4.1869,-8.6096,1.8641,-0.0805,-0.059,0.0978,0.009,-0.0582,0.0056,119,2019-08-07 16:19:36:291
4.1869,-8.6096,1.8641,-0.0805,-0.059,0.0978,0.009,-0.0593,0.0088,124,2019-08-07 16:19:36:296
4.3496,-8.6048,1.8217,-0.0805,-0.059,0.0978,0.009,-0.0593,0.0088,128,2019-08-07 16:19:36:300
4.3496,-8.6048,1.8217,-0.0805,-0.059,0.0978,0.0069,-0.038,0.0088,134,2019-08-07 16:19:36:306
4.297,-8.6144,1.7321,-0.165,-0.0972,0.1322,0.0069,-0.038,0.0088,137,2019-08-07 16:19:36:309
4.297,-8.6144,1.7321,-0.165,-0.0972,0.1322,0.0069,-0.038,0.0088,143,2019-08-07 16:19:36:315
4.297,-8.6144,1.7321,-0.1463,-0.0354,0.0896,0.009,-0.0103,0.0141,148,2019-08-07 16:19:36:320
4.2491,-8.6907,1.8123,-0.1463,-0.0354,0.0896,0.009,-0.0103,0.0141,152,2019-08-07 16:19:36:324
