ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
4.211,-8.5504,2.1854,-0.0599,-0.1321,-0.0758,-0.0069,-0.0219,-0.0137,3,2019-08-07 16:21:36:350
4.2683,-8.5695,2.1712,-0.1108,-0.055,-0.034,0.0027,-0.0219,-0.0052,9,2019-08-07 16:21:36:356
4.2683,-8.5695,2.1712,-0.1108,-0.055,-0.034,-0.0048,0.0036,-0.0063,14,2019-08-07 16:21:36:361
4.2683,-8.5695,2.1712,-0.1108,-0.055,-0.034,-0.0048,0.0036,-0.0063,18,2019-08-07 16:21:36:365
4.2157,-8.5457,2.1571,-0.1108,-0.055,-0.034,-0.0048,0.0036,-0.0063,24,2019-08-07 16:21:36:371
4.2157,-8.5457,2.1571,-0.0221,-0.0874,-0.0397,-0.0144,0.0122,-0.0159,28,2019-08-07 16:21:36:375
4.2157,-8.5457,2.1571,-0.0221,-0.0874,-0.0397,-0.0144,0.0122,-0.0159,34,2019-08-07 16:21:36:381
4.1726,-8.5552,2.2042,-0.0221,-0.0874,-0.0397,-0.0144,0.0228,-0.0159,39,2019-08-07 16:21:36:386
4.1726,-8.5552,2.2042,-0.0221,-0.0874,-0.0397,-0.0144,0.0228,-0.0159,44,2019-08-07 16:21:36:391
4.1535,-8.5838,2.1995,0.0181,-0.0246,-0.0353,-0.0101,0.026,-0.0191,48,2019-08-07 16:21:36:395
4.1535,-8.5838,2.1995,0.0181,-0.0246,-0.0353,-0.0101,0.026,-0.0191,54,2019-08-07 16:21:36:401
4.1535,-8.5838,2.1995,0.0181,-0.0246,-0.0353,-0.0101,0.026,-0.0191,59,2019-08-07 16:21:36:406
4.0626,-8.5886,2.1948,0.1006,-0.0335,-0.0587,-0.0101,0.0164,-0.0244,64,2019-08-07 16:21:36:411
4.0626,-8.5886,2.1948,0.1006,-0.0335,-0.0587,-0.0101,0.0164,-0.0244,69,2019-08-07 16:21:36:416
4.0626,-8.5886,2.1948,0.1006,-0.0335,-0.0587,-0.0101,4.0E-4,-0.0286,74,2019-08-07 16:21:36:421
4.1056,-8.5027,2.1194,0.0572,-0.1652,-0.017,-0.0101,4.0E-4,-0.0286,78,2019-08-07 16:21:36:425
4.1056,-8.5027,2.1194,0.0572,-0.1652,-0.017,-0.0208,-0.006,-0.0318,85,2019-08-07 16:21:36:432
4.1773,-8.517,2.1618,0.0572,-0.1652,-0.017,-0.0208,-0.006,-0.0318,89,2019-08-07 16:21:36:436
4.1773,-8.517,2.1618,0.0572,-0.1652,-0.017,-0.0229,-0.0081,-0.0361,94,2019-08-07 16:21:36:441
4.2108,-8.5838,2.1241,-0.0368,-0.0343,0.007,-0.0229,-0.0081,-0.0361,99,2019-08-07 16:21:36:446
4.2108,-8.5838,2.1241,-0.0368,-0.0343,0.007,-0.0303,-0.0134,-0.035,104,2019-08-07 16:21:36:451
4.2108,-8.5838,2.1241,-0.0368,-0.0343,0.007,-0.0303,-0.0134,-0.035,109,2019-08-07 16:21:36:456
4.2921,-8.665,2.1005,-0.0368,-0.0343,0.007,-0.0335,-0.0102,-0.0308,114,2019-08-07 16:21:36:461
4.2921,-8.665,2.1005,-0.1161,0.0724,0.038,-0.0335,-0.0102,-0.0308,119,2019-08-07 16:21:36:466
4.2921,-8.665,2.1005,-0.1161,0.0724,0.038,-0.0335,-0.0102,-0.0308,124,2019-08-07 16:21:36:471
4.3208,-8.6841,2.0816,-0.1161,0.0724,0.038,-0.0282,-0.0017,-0.0265,129,2019-08-07 16:21:36:476
