ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-6.6066,-6.5201,1.4752,-0.2276,-0.4052,0.2129,-0.0165,0.0026,0.0096,4,2019-08-07 16:50:17:207
-6.5109,-6.5917,1.3809,-0.2276,-0.4052,0.2129,-0.0165,0.0026,0.0096,9,2019-08-07 16:50:17:212
-6.5109,-6.5917,1.3809,-0.3292,-0.28,0.1559,-0.009,-0.0166,0.0203,14,2019-08-07 16:50:17:217
-6.4344,-6.6156,1.4516,-0.3292,-0.28,0.1559,-0.009,-0.0166,0.0203,19,2019-08-07 16:50:17:222
-6.4344,-6.6156,1.4516,-0.3292,-0.28,0.1559,0.0144,-0.0112,0.0298,24,2019-08-07 16:50:17:227
-6.4344,-6.6156,1.4516,-0.3292,-0.28,0.1559,0.0144,-0.0112,0.0298,29,2019-08-07 16:50:17:232
-6.4248,-6.5679,1.3479,-0.3713,-0.333,0.2102,0.0283,0.0069,0.0373,34,2019-08-07 16:50:17:237
-6.4248,-6.5679,1.3479,-0.3713,-0.333,0.2102,0.0283,0.0069,0.0373,38,2019-08-07 16:50:17:241
-6.4248,-6.5679,1.3479,-0.3713,-0.333,0.2102,0.0272,0.025,0.0309,44,2019-08-07 16:50:17:247
-6.5205,-6.6013,1.3432,-0.3713,-0.333,0.2102,0.0272,0.025,0.0309,49,2019-08-07 16:50:17:252
-6.5205,-6.6013,1.3432,-0.2903,-0.3088,0.1818,0.0272,0.025,0.0309,53,2019-08-07 16:50:17:256
-6.5014,-6.5917,1.3291,-0.2903,-0.3088,0.1818,0.0293,0.0484,0.0309,59,2019-08-07 16:50:17:262
-6.5014,-6.5917,1.3291,-0.2903,-0.3088,0.1818,0.0293,0.0484,0.0309,64,2019-08-07 16:50:17:267
-6.5014,-6.5917,1.3291,-0.2903,-0.3088,0.1818,0.0347,0.0655,0.0298,69,2019-08-07 16:50:17:272
-6.5253,-6.6442,1.3574,-0.3153,-0.2373,0.2195,0.0347,0.0655,0.0298,74,2019-08-07 16:50:17:277
-6.5253,-6.6442,1.3574,-0.3153,-0.2373,0.2195,0.0347,0.0655,0.0298,79,2019-08-07 16:50:17:282
-6.5923,-6.6681,1.3904,-0.3153,-0.2373,0.2195,0.0315,0.0857,0.0203,84,2019-08-07 16:50:17:287
-6.5923,-6.6681,1.3904,-0.3153,-0.2373,0.2195,0.0315,0.0857,0.0203,88,2019-08-07 16:50:17:291
-6.5923,-6.6681,1.3904,-0.125,-0.2431,0.0316,0.0261,0.0878,0.0192,95,2019-08-07 16:50:17:298
-6.731,-6.6251,1.5129,-0.125,-0.2431,0.0316,0.0261,0.0878,0.0192,99,2019-08-07 16:50:17:302
-6.731,-6.6251,1.5129,-0.125,-0.2431,0.0316,0.0304,0.0591,0.0235,103,2019-08-07 16:50:17:306
-6.7262,-6.6013,1.6119,-0.125,-0.2431,0.0316,0.0304,0.0591,0.0235,109,2019-08-07 16:50:17:312
-6.7262,-6.6013,1.6119,-0.125,-0.2431,0.0316,0.0315,0.0111,0.0309,113,2019-08-07 16:50:17:316
-6.7262,-6.6013,1.6119,-0.1641,-0.2427,-0.0035,0.0315,0.0111,0.0309,119,2019-08-07 16:50:17:322
-6.5827,-6.5678,1.5836,-0.1641,-0.2427,-0.0035,0.0357,-0.0304,0.0416,124,2019-08-07 16:50:17:327
-6.5827,-6.5678,1.5836,-0.1641,-0.2427,-0.0035,0.0357,-0.0304,0.0416,128,2019-08-07 16:50:17:331
-6.5827,-6.5678,1.5836,-0.1641,-0.2427,-0.0035,0.0304,-0.0581,0.049,133,2019-08-07 16:50:17:336
-6.5109,-6.5965,1.5318,-0.3125,-0.2786,0.0206,0.0304,-0.0581,0.049,139,2019-08-07 16:50:17:342
-6.5109,-6.5965,1.5318,-0.3125,-0.2786,0.0206,0.0229,-0.0688,0.0565,145,2019-08-07 16:50:17:348
-6.377,-6.6729,1.4045,-0.3125,-0.2786,0.0206,0.0229,-0.0688,0.0565,148,2019-08-07 16:50:17:351
-6.377,-6.6729,1.4045,-0.528,-0.166,0.2014,0.0219,-0.0411,0.0565,154,2019-08-07 16:50:17:357
-6.2813,-6.7254,1.3668,-0.528,-0.166,0.2014,0.0219,-0.0411,0.0565,158,2019-08-07 16:50:17:361
-6.2813,-6.7254,1.3668,-0.528,-0.166,0.2014,0.0219,0.0165,0.0597,164,2019-08-07 16:50:17:367
-6.2813,-6.7254,1.3668,-0.528,-0.166,0.2014,0.0219,0.0165,0.0597,169,2019-08-07 16:50:17:372
-6.3866,-6.7349,1.4516,-0.4107,-0.1162,0.0736,0.0293,0.0793,0.0501,174,2019-08-07 16:50:17:377
-6.3866,-6.7349,1.4516,-0.4107,-0.1162,0.0736,0.0293,0.0793,0.0501,179,2019-08-07 16:50:17:382
-6.5397,-6.6776,1.5506,-0.4107,-0.1162,0.0736,0.0261,0.1017,0.0394,184,2019-08-07 16:50:17:387
-6.5397,-6.6776,1.5506,-0.4107,-0.1162,0.0736,0.0261,0.1017,0.0394,189,2019-08-07 16:50:17:392
-6.5397,-6.6776,1.5506,-0.4107,-0.1162,0.0736,0.0261,0.1017,0.0394,193,2019-08-07 16:50:17:396
-6.6593,-6.5535,1.4752,-0.2135,-0.3342,-0.0114,0.0166,0.1145,0.0288,199,2019-08-07 16:50:17:402
-6.6593,-6.5535,1.4752,-0.2135,-0.3342,-0.0114,0.0166,0.1145,0.0288,203,2019-08-07 16:50:17:406
-6.6593,-6.5535,1.4752,-0.2135,-0.3342,-0.0114,-0.0101,0.1262,0.0245,209,2019-08-07 16:50:17:412
-6.7167,-6.6156,1.4186,-0.2135,-0.3342,-0.0114,-0.0101,0.1262,0.0245,214,2019-08-07 16:50:17:417
-6.7167,-6.6156,1.4186,-0.054,-0.2731,0.013,-0.0282,0.123,0.0128,218,2019-08-07 16:50:17:421
-6.8937,-6.6442,1.5506,-0.054,-0.2731,0.013,-0.0282,0.123,0.0128,224,2019-08-07 16:50:17:427
-6.8937,-6.6442,1.5506,-0.054,-0.2731,0.013,-0.0335,0.0963,0.0085,229,2019-08-07 16:50:17:432
-6.8937,-6.6442,1.5506,-0.054,-0.2731,0.013,-0.0335,0.0963,0.0085,234,2019-08-07 16:50:17:437
-6.8985,-6.6967,1.5742,0.0413,-0.1524,-0.0562,-0.025,0.0601,0.0064,238,2019-08-07 16:50:17:441
-6.8985,-6.6967,1.5742,0.0413,-0.1524,-0.0562,-0.025,0.0601,0.0064,245,2019-08-07 16:50:17:448
-6.8985,-6.6967,1.5742,0.0413,-0.1524,-0.0562,-0.0314,0.0314,0.0032,249,2019-08-07 16:50:17:452
-6.8076,-6.6299,1.3998,0.0413,-0.1524,-0.0562,-0.0314,0.0314,0.0032,254,2019-08-07 16:50:17:457
-6.8076,-6.6299,1.3998,-0.1287,-0.2044,0.0668,-0.0335,0.0154,0.0064,258,2019-08-07 16:50:17:461
-6.621,-6.6872,1.4752,-0.1287,-0.2044,0.0668,-0.0335,0.0154,0.0064,264,2019-08-07 16:50:17:467
-6.621,-6.6872,1.4752,-0.1287,-0.2044,0.0668,-0.0292,0.0111,-0.0021,268,2019-08-07 16:50:17:471
-6.621,-6.6872,1.4752,-0.1287,-0.2044,0.0668,-0.0292,0.0111,-0.0021,274,2019-08-07 16:50:17:477
-6.7502,-6.7158,1.3856,-0.1101,-0.1336,0.117,-0.0229,0.009,-0.0128,279,2019-08-07 16:50:17:482
-6.7502,-6.7158,1.3856,-0.1101,-0.1336,0.117,-0.0229,0.009,-0.0128,284,2019-08-07 16:50:17:487
-6.7502,-6.7158,1.3856,-0.1101,-0.1336,0.117,-0.0229,0.009,-0.0128,288,2019-08-07 16:50:17:491
-6.6784,-6.6538,1.3856,-0.1101,-0.1336,0.117,-0.0079,-0.0144,-0.0128,295,2019-08-07 16:50:17:498
-6.6784,-6.6538,1.3856,-0.166,-0.2406,0.1243,-0.0079,-0.0144,-0.0128,298,2019-08-07 16:50:17:501
-6.6354,-6.649,1.3479,-0.166,-0.2406,0.1243,-5.0E-4,-0.0219,-0.0117,304,2019-08-07 16:50:17:507
-6.6354,-6.649,1.3479,-0.166,-0.2406,0.1243,-5.0E-4,-0.0219,-0.0117,309,2019-08-07 16:50:17:512
-6.6354,-6.649,1.3479,-0.166,-0.2406,0.1243,-5.0E-4,-0.024,-0.0096,314,2019-08-07 16:50:17:517
-6.5923,-6.7111,1.3244,-0.2642,-0.1421,0.1783,-5.0E-4,-0.024,-0.0096,319,2019-08-07 16:50:17:522
-6.5923,-6.7111,1.3244,-0.2642,-0.1421,0.1783,0.0048,-0.0198,-0.0064,323,2019-08-07 16:50:17:526
-6.6115,-6.7015,1.3479,-0.2642,-0.1421,0.1783,0.0048,-0.0198,-0.0064,329,2019-08-07 16:50:17:532
-6.6115,-6.7015,1.3479,-0.2642,-0.1421,0.1783,0.0144,-0.023,-0.0053,334,2019-08-07 16:50:17:537
-6.6115,-6.7015,1.3479,-0.2575,-0.1576,0.1487,0.0144,-0.023,-0.0053,339,2019-08-07 16:50:17:542
-6.578,-6.6442,1.3668,-0.2575,-0.1576,0.1487,0.024,-0.0368,-0.001,344,2019-08-07 16:50:17:547
-6.578,-6.6442,1.3668,-0.2575,-0.1576,0.1487,0.024,-0.0368,-0.001,349,2019-08-07 16:50:17:552
-6.578,-6.6442,1.3668,-0.2575,-0.1576,0.1487,0.0315,-0.0411,0.0085,354,2019-08-07 16:50:17:557
-6.5301,-6.6442,1.3055,-0.3235,-0.2094,0.2086,0.0315,-0.0411,0.0085,359,2019-08-07 16:50:17:562
-6.5301,-6.6442,1.3055,-0.3235,-0.2094,0.2086,0.0336,-0.0411,0.0075,364,2019-08-07 16:50:17:567
-6.5301,-6.6442,1.3055,-0.3235,-0.2094,0.2086,0.0336,-0.0411,0.0075,368,2019-08-07 16:50:17:571
-6.511,-6.649,1.4045,-0.3235,-0.2094,0.2086,0.0411,-0.0453,0.0064,374,2019-08-07 16:50:17:577
-6.511,-6.649,1.4045,-0.3228,-0.2174,0.0726,0.0411,-0.0453,0.0064,379,2019-08-07 16:50:17:582
-6.5253,-6.5344,1.4233,-0.3228,-0.2174,0.0726,0.0464,-0.0443,0.016,384,2019-08-07 16:50:17:587
-6.5253,-6.5344,1.4233,-0.3228,-0.2174,0.0726,0.0464,-0.0443,0.016,389,2019-08-07 16:50:17:592
-6.5253,-6.5344,1.4233,-0.3228,-0.2174,0.0726,0.0464,-0.0443,0.016,395,2019-08-07 16:50:17:598
-6.4536,-6.6395,1.3621,-0.3228,-0.2174,0.0726,0.0485,-0.0432,0.0235,398,2019-08-07 16:50:17:601
-6.4536,-6.6395,1.3621,-0.3521,-0.2188,0.1744,0.0485,-0.0432,0.0235,404,2019-08-07 16:50:17:607
-6.4345,-6.6013,1.461,-0.3521,-0.2188,0.1744,0.0517,-0.04,0.0298,409,2019-08-07 16:50:17:612
